Country,Continent,ISO_Code,Level,GDLCODE,Region,"Urbanization","Area pop millions","Area pop share","% Aged 0-9","% Aged 10-19","% Aged 20-29","% Aged 30-39","% Aged 40-49","% Aged 50-59","% Aged 60-69","% Aged 70-79","% Aged 80-89","% Aged 90+","HH size","% Piped water","% Electricity","% Flush toilet","% 0-1 sleep room","% 2 sleep rooms","% 3+ sleep rooms","% Natural floor","% Cook on wood"
"Gambia","Africa","GMB","Subnat","GMBr106","Kuntaur",6.77,0.09,5.15,37.3,21.9,12.2,9.92,6.71,4.87,3.72,2.56,0.69,0.16,11.2,,19.8,,6.95,13.3,79.8,,99.8
"Gambia","Africa","GMB","Subnat","GMBr104","Mansakonko",20.8,0.09,4.10,33.6,23.4,13.1,9.62,6.57,5.61,4.33,2.44,0.75,0.59,8.01,,22.3,,12.3,13.7,74.1,,94.8
"Guinea","Africa","GIN","National","GINt","Total",35.8,13.3,100,33.9,23.4,12.2,10.2,7.18,6.35,4.22,1.71,0.60,0.28,7.97,,52.3,,18.4,28.4,53.2,,91.9
"Guinea","Africa","GIN","Urb/rur","GINtu","Urban",100,4.74,35.8,29.4,26.9,15.6,10.5,6.60,4.87,3.67,1.47,0.59,0.41,8.34,,92.7,,20.2,31.2,48.5,,81.3
"Guinea","Africa","GIN","Urb/rur","GINtr","Rural",0.00,8.56,64.2,36.4,21.5,10.2,10.0,7.50,7.16,4.53,1.85,0.62,0.22,7.76,,30.6,,17.4,26.9,55.7,,97.4
"Guinea","Africa","GIN","Poverty","GINp1","Poor",12.5,8.93,66.9,36.4,21.8,10.5,10.1,7.38,6.93,4.34,1.84,0.63,0.20,7.58,,29.1,,20.3,27.3,52.4,,96.5
"Guinea","Africa","GIN","Poverty","GINp0","Nonpoor",82.7,4.37,33.1,28.9,26.8,15.5,10.4,6.76,5.15,3.99,1.47,0.57,0.46,8.73,,99.9,,14.1,30.9,55.0,,81.2
"Guinea","Africa","GIN","Wealth quartiles","GINw41","Lowest 25%",1.17,3.14,23.6,38.7,19.4,10.4,10.0,8.05,6.94,4.21,1.54,0.68,0.12,7.28,,12.1,,24.3,32.2,43.5,,99.3
"Guinea","Africa","GIN","Wealth quartiles","GINw42","Second 25%",5.11,3.30,24.7,36.3,21.7,9.48,10.1,7.17,7.70,4.29,2.43,0.68,0.26,7.49,,18.4,,12.7,26.7,60.6,,97.1
"Guinea","Africa","GIN","Wealth quartiles","GINw43","Third 25%",41.0,3.36,25.2,33.0,25.8,11.9,9.89,6.85,6.03,4.42,1.42,0.47,0.27,8.24,,76.8,,22.5,22.8,54.7,,92.4
"Guinea","Africa","GIN","Wealth quartiles","GINw44","Highest 25%",90.4,3.51,26.4,28.3,26.3,16.5,10.8,6.73,4.88,3.97,1.45,0.57,0.44,8.76,,99.9,,14.2,31.8,54.0,,78.8
"Guinea","Africa","GIN","Subnat","GINr101","Boke",21.1,1.36,10.2,33.4,22.9,12.3,11.0,8.57,6.30,3.70,1.06,0.55,0.28,8.62,,49.5,,17.5,23.0,59.6,,96.0
"Guinea","Africa","GIN","Subnat","GINr102","Conakry",100,1.92,14.2,26.5,23.4,19.3,12.1,6.75,4.99,3.86,1.85,0.56,0.71,7.81,,99.9,,24.7,37.2,38.1,,73.6
"Guinea","Africa","GIN","Subnat","GINr103","Faranah",22.0,1.30,9.85,37.5,22.9,10.3,8.75,6.43,6.31,4.83,1.98,0.86,0.25,9.11,,36.3,,16.9,26.0,57.1,,98.3
"Guinea","Africa","GIN","Subnat","GINr104","Kankan",26.5,1.88,14.1,39.1,24.5,13.2,9.29,4.85,4.93,2.82,1.11,0.18,0.07,8.75,,67.4,,25.9,26.3,47.8,,96.8
"Guinea","Africa","GIN","Subnat","GINr105","Kindia",40.7,1.97,14.8,34.8,22.9,10.5,10.3,8.02,6.72,4.62,1.38,0.48,0.21,7.06,,49.9,,14.0,22.5,63.5,,86.9
"Guinea","Africa","GIN","Subnat","GINr106","Labe",14.7,1.37,10.4,38.0,20.3,8.74,9.43,8.11,6.86,4.63,3.56,0.37,0.06,7.06,,35.1,,27.4,30.7,41.8,,97.2
"Guinea","Africa","GIN","Subnat","GINr107","Mamou",14.8,1.20,9.21,32.3,22.8,8.28,9.81,8.91,7.30,6.87,2.61,1.02,0.12,6.87,,44.8,,13.4,29.0,57.6,,97.2
"Guinea","Africa","GIN","Subnat","GINr108","N Zerekore",27.8,2.28,17.2,31.6,25.9,12.0,10.3,6.87,7.64,3.58,0.92,0.81,0.31,8.40,,24.9,,7.49,29.8,62.7,,97.7
"Guinea Bissau","Africa","GNB","National","GNBt","Total",32.4,2.01,100,30.6,22.0,16.4,11.7,6.92,6.93,3.36,1.52,0.42,0.17,6.63,,43.1,,14.1,18.3,67.6,,98.6
"Guinea Bissau","Africa","GNB","Urb/rur","GNBtu","Urban",100,0.66,32.4,24.2,24.0,20.5,13.2,7.33,6.44,3.11,0.93,0.18,0.19,6.03,,63.7,,25.4,27.2,47.3,,97.7
"Guinea Bissau","Africa","GNB","Urb/rur","GNBtr","Rural",0.00,1.35,67.6,33.6,21.2,14.5,11.0,6.71,7.14,3.43,1.78,0.53,0.14,6.98,,31.5,,7.59,13.1,79.3,,99.0
"Guinea Bissau","Africa","GNB","Poverty","GNBp1","Poor",19.7,1.57,77.6,32.2,21.7,15.4,11.1,6.94,7.07,3.48,1.59,0.48,0.15,6.49,,27.7,,14.5,16.1,69.3,,98.8
"Guinea Bissau","Africa","GNB","Poverty","GNBp0","Nonpoor",76.2,0.45,22.4,25.1,23.2,19.6,14.1,6.85,6.45,3.01,1.29,0.22,0.21,7.15,,98.4,,12.8,26.9,60.3,,98.0
"Guinea Bissau","Africa","GNB","Wealth quartiles","GNBw41","Lowest 25%",4.83,0.45,22.4,32.4,21.5,13.9,10.7,7.05,7.77,3.82,1.99,0.68,0.24,5.92,,1.32,,9.53,16.8,73.6,,100
"Guinea Bissau","Africa","GNB","Wealth quartiles","GNBw42","Second 25%",3.24,0.58,29.1,34.4,21.0,14.7,10.5,6.51,7.25,3.58,1.64,0.36,0.08,7.73,,32.7,,4.14,9.80,86.1,,100.0
"Guinea Bissau","Africa","GNB","Wealth quartiles","GNBw43","Third 25%",34.8,0.52,25.7,30.7,23.0,15.4,11.8,7.03,6.55,3.34,1.48,0.56,0.16,6.81,,52.9,,15.1,17.9,67.1,,97.5
"Guinea Bissau","Africa","GNB","Wealth quartiles","GNBw44","Highest 25%",93.4,0.46,22.8,23.7,23.0,21.9,14.2,7.22,6.11,2.63,0.94,0.08,0.19,6.04,,85.3,,27.7,28.6,43.7,,96.5
"Guinea Bissau","Africa","GNB","Subnat","GNBr106","Bafata",12.9,0.42,21.2,34.7,20.8,15.3,11.5,6.32,6.41,3.16,1.56,0.33,0.04,7.76,,48.9,,7.52,15.5,77.0,,99.9
"Guinea Bissau","Africa","GNB","Subnat","GNBr104","Biombo",12.3,0.16,8.19,28.5,24.9,17.8,10.1,6.38,6.27,3.07,1.86,1.05,0.12,6.65,,24.5,,12.5,19.2,68.3,,92.4
"Guinea Bissau","Africa","GNB","Subnat","GNBr109","Bissau",100,0.37,18.0,23.2,22.2,22.4,14.6,7.64,6.01,2.95,0.73,0.03,0.23,5.77,,74.1,,32.9,30.4,36.6,,96.6
"Guinea Bissau","Africa","GNB","Subnat","GNBr105","Bolama",25.1,0.03,1.61,27.1,21.4,15.8,10.7,8.38,8.50,4.99,2.30,0.62,0.15,4.95,,8.39,,21.0,26.7,52.3,,99.6
"Guinea Bissau","Africa","GNB","Subnat","GNBr108","Cacheu",19.5,0.22,11.2,31.7,21.7,12.3,10.7,6.56,10.4,3.82,2.10,0.37,0.35,5.72,,26.9,,8.14,13.0,78.8,,99.7
"Guinea Bissau","Africa","GNB","Subnat","GNBr107","Gabu",28.0,0.35,17.7,31.8,22.4,17.5,11.3,6.51,5.96,2.87,1.21,0.28,0.13,7.76,,40.0,,9.71,17.2,73.1,,99.7
"Guinea Bissau","Africa","GNB","Subnat","GNBr103","Oio",10.5,0.26,12.8,34.0,22.5,12.5,10.8,6.98,7.24,3.47,1.74,0.58,0.17,6.85,,44.6,,7.33,14.0,78.7,,99.8
"Guinea Bissau","Africa","GNB","Subnat","GNBr102","Quinara",22.6,0.11,5.32,29.5,26.1,15.8,10.7,6.99,5.42,3.17,1.36,0.92,0.12,8.36,,14.3,,5.83,14.5,79.6,,99.8
"Guinea Bissau","Africa","GNB","Subnat","GNBr101","Tombali",11.1,0.08,3.95,31.2,18.1,14.8,12.8,8.09,7.74,4.67,2.10,0.51,0.01,4.61,,19.2,,6.58,7.01,86.4,,99.9
"Lesotho","Africa","LSO","National","LSOt","Total",43.0,2.16,100,20.5,20.6,17.2,16.8,10.0,5.93,4.43,2.77,1.40,0.27,2.33,,61.3,,57.9,27.8,14.3,,
"Lesotho","Africa","LSO","Urb/rur","LSOtu","Urban",100,0.92,43.0,19.8,18.7,19.2,19.9,11.9,5.75,2.37,1.57,0.63,0.09,2.00,,77.5,,60.3,26.9,12.9,,
"Lesotho","Africa","LSO","Urb/rur","LSOtr","Rural",0.00,1.24,57.0,21.4,22.1,15.7,14.4,8.83,5.99,5.70,3.64,1.96,0.37,2.84,,42.4,,53.4,30.8,15.9,,
"Lesotho","Africa","LSO","Poverty","LSOp1","Poor",22.9,1.26,58.3,22.1,22.0,16.4,15.2,8.45,5.42,4.95,3.36,1.89,0.32,2.47,,24.7,,64.4,26.2,9.42,,
"Lesotho","Africa","LSO","Poverty","LSOp0","Nonpoor",71.8,0.89,41.7,18.5,18.7,18.4,19.1,12.4,6.51,3.59,1.96,0.72,0.17,2.14,,99.9,,50.4,31.2,18.4,,
"Lesotho","Africa","LSO","Wealth quartiles","LSOw41","Lowest 25%",5.64,0.59,27.6,23.4,22.3,13.9,14.6,8.37,5.24,5.26,3.69,2.82,0.44,2.68,,8.99,,63.9,26.8,9.35,,
"Lesotho","Africa","LSO","Wealth quartiles","LSOw42","Second 25%",33.2,0.58,26.7,20.4,22.4,17.7,16.2,8.17,6.14,5.09,2.62,1.06,0.33,2.48,,22.1,,63.6,25.2,11.3,,
"Lesotho","Africa","LSO","Wealth quartiles","LSOw43","Third 25%",55.6,0.50,23.3,19.7,19.2,20.2,17.2,10.2,5.77,3.87,2.85,0.92,0.14,2.05,,99.9,,63.4,23.0,13.5,,
"Lesotho","Africa","LSO","Wealth quartiles","LSOw44","Highest 25%",87.2,0.48,22.4,18.0,18.0,17.7,19.8,14.1,6.69,3.30,1.76,0.59,0.10,2.11,,99.9,,40.9,36.2,22.9,,
"Lesotho","Africa","LSO","Subnat","LSOr103","Berea",40.2,0.29,13.5,22.0,20.1,14.7,16.7,9.40,6.43,5.44,3.17,1.51,0.56,2.45,,61.7,,54.6,28.0,17.4,,
"Lesotho","Africa","LSO","Subnat","LSOr101","Butha-Buthe",34.4,0.12,5.61,16.4,22.3,16.8,17.8,10.4,6.65,4.54,3.27,1.71,0.26,2.95,,23.7,,53.5,37.0,9.44,,
"Lesotho","Africa","LSO","Subnat","LSOr102","Leribe",48.5,0.31,14.4,22.1,18.4,19.4,14.8,11.0,5.72,4.49,2.92,0.91,0.27,2.10,,66.9,,60.9,25.4,13.7,,
"Lesotho","Africa","LSO","Subnat","LSOr105","Mafeteng",26.2,0.23,10.5,21.8,21.3,17.1,14.6,9.31,7.53,4.66,2.45,1.21,0.09,2.67,,54.7,,58.3,28.6,13.1,,
"Lesotho","Africa","LSO","Subnat","LSOr104","Maseru",60.5,0.67,31.4,18.6,19.9,18.8,20.3,11.0,4.99,3.11,2.25,1.10,0.01,1.98,,80.0,,58.3,28.7,13.0,,
"Lesotho","Africa","LSO","Subnat","LSOr106","Mohale s Hoek",36.5,0.13,6.03,22.0,23.3,12.2,15.4,7.95,7.67,5.50,3.77,1.29,0.92,2.32,,48.1,,55.6,25.7,18.7,,
"Lesotho","Africa","LSO","Subnat","LSOr109","Mokhotlong",17.3,0.10,4.50,21.3,21.4,14.7,15.7,10.4,5.70,5.31,2.04,2.95,0.42,2.43,,34.7,,54.4,29.7,15.9,,
"Lesotho","Africa","LSO","Subnat","LSOr108","Qasha s Nek",20.5,0.09,4.27,22.1,20.5,19.1,14.5,8.80,4.79,5.00,3.07,1.92,0.12,3.97,,51.1,,51.1,27.6,21.3,,
"Lesotho","Africa","LSO","Subnat","LSOr107","Quthing",38.6,0.09,4.09,21.3,22.5,15.1,16.1,8.28,5.66,5.86,3.23,1.91,0.14,2.96,,35.5,,62.8,26.0,11.2,,
"Lesotho","Africa","LSO","Subnat","LSOr110","Thaba-Tseka",15.4,0.12,5.75,21.2,24.5,17.4,11.8,9.10,4.93,4.63,3.68,2.39,0.32,3.15,,29.3,,53.6,31.1,15.3,,
"Liberia","Africa","LBR","National","LBRt","Total",57.6,,100,28.9,24.4,14.7,11.9,7.90,5.88,3.69,1.74,0.66,0.18,4.33,,26.0,,35.6,22.5,41.9,,
"Liberia","Africa","LBR","Urb/rur","LBRtu","Urban",100,,57.6,27.0,25.9,16.9,12.7,7.13,5.06,3.32,1.39,0.53,0.10,4.33,,41.9,,41.2,18.5,40.3,,
"Liberia","Africa","LBR","Urb/rur","LBRtr","Rural",0.00,,42.4,31.4,22.4,11.8,10.9,8.93,7.00,4.18,2.19,0.83,0.29,4.34,,4.49,,28.0,27.9,44.0,,
"Liberia","Africa","LBR","Poverty","LBRp1","Poor",48.5,,79.2,30.1,23.6,14.3,11.4,8.13,5.95,3.82,1.88,0.74,0.20,4.18,,15.2,,37.4,21.7,40.8,,
"Liberia","Africa","LBR","Poverty","LBRp0","Nonpoor",92.1,,20.8,24.4,27.6,16.5,14.1,6.98,5.65,3.19,1.14,0.37,0.10,5.02,,76.0,,27.5,26.0,46.5,,
"Liberia","Africa","LBR","Wealth quartiles","LBRw41","Lowest 25%",16.7,,23.3,33.3,19.8,11.6,11.1,8.66,6.99,4.82,2.46,0.91,0.32,4.06,,0.13,,32.2,31.2,36.6,,
"Liberia","Africa","LBR","Wealth quartiles","LBRw42","Second 25%",33.9,,26.8,31.2,23.7,12.6,10.5,8.47,6.29,3.89,2.13,0.90,0.24,4.70,,4.47,,22.0,22.3,55.8,,
"Liberia","Africa","LBR","Wealth quartiles","LBRw43","Third 25%",82.3,,24.3,27.6,26.4,16.8,11.2,7.39,5.22,3.45,1.21,0.61,0.08,4.19,,26.3,,43.6,15.7,40.7,,
"Liberia","Africa","LBR","Wealth quartiles","LBRw44","Highest 25%",96.1,,25.7,23.5,27.6,17.9,14.8,7.09,5.08,2.67,1.14,0.21,0.08,4.40,,72.9,,44.7,20.8,34.5,,
"Liberia","Africa","LBR","Subnat","LBRr101","Bomi",10.1,,3.30,27.3,27.1,9.95,11.9,9.77,5.88,4.83,1.88,1.06,0.28,3.99,,11.4,,19.3,30.3,50.4,,
"Liberia","Africa","LBR","Subnat","LBRr102","Bong",49.1,,9.75,29.2,24.2,14.4,10.6,7.17,5.90,5.19,2.47,0.73,0.16,4.66,,3.38,,31.2,22.8,46.0,,
"Liberia","Africa","LBR","Subnat","LBRr103","Gbarpolu",7.98,,1.56,30.4,21.7,8.31,12.6,11.3,7.53,4.82,2.04,0.98,0.18,3.60,,5.77,,43.5,29.9,26.6,,
"Liberia","Africa","LBR","Subnat","LBRr104","Grand Bassa",37.3,,5.74,30.0,23.8,12.4,10.5,9.47,6.08,4.45,2.38,0.73,0.19,4.45,,9.40,,23.2,24.2,52.6,,
"Liberia","Africa","LBR","Subnat","LBRr105","Grand Cape Mount",7.51,,3.40,31.0,24.6,10.8,10.9,9.23,6.44,4.25,1.87,0.78,0.14,3.85,,14.0,,44.2,28.1,27.7,,
"Liberia","Africa","LBR","Subnat","LBRr106","Grand Gedeh",39.4,,2.24,27.7,24.4,13.0,15.3,8.86,4.96,2.57,1.92,0.86,0.37,3.40,,12.1,,36.6,25.2,38.2,,
"Liberia","Africa","LBR","Subnat","LBRr107","Grand Kru",6.50,,1.69,31.1,26.9,12.0,12.5,6.48,5.57,3.31,1.79,0.29,0.08,4.80,,8.36,,36.7,31.5,31.8,,
"Liberia","Africa","LBR","Subnat","LBRr108","Lofa",37.0,,8.91,31.0,23.7,12.9,9.23,8.64,7.11,3.72,2.12,1.33,0.30,4.63,,13.2,,22.2,24.5,53.3,,
"Liberia","Africa","LBR","Subnat","LBRr109","Margibi",58.8,,5.18,28.0,25.5,15.1,10.2,7.68,6.11,4.91,1.56,0.54,0.35,3.72,,5.69,,35.6,33.2,31.2,,
"Liberia","Africa","LBR","Subnat","LBRr110","Maryland",44.4,,2.72,29.7,24.5,14.5,11.9,9.16,4.93,3.05,1.78,0.40,0.08,4.73,,25.4,,32.4,26.7,40.9,,
"Liberia","Africa","LBR","Subnat","LBRr111","Montserrado",92.1,,34.0,24.7,25.7,18.7,14.2,7.37,5.21,2.67,1.16,0.25,0.07,4.06,,57.4,,52.6,17.1,30.2,,
"Liberia","Africa","LBR","Subnat","LBRr112","Nimba",54.5,,16.3,36.1,21.0,12.3,10.3,6.99,6.12,3.91,1.82,1.11,0.28,5.38,,4.77,,12.6,21.9,65.5,,
"Liberia","Africa","LBR","Subnat","LBRr113","River Cess",5.26,,1.53,30.2,25.3,10.0,10.3,7.67,8.39,4.86,2.60,0.35,0.29,3.78,,4.39,,26.7,27.4,45.9,,
"Liberia","Africa","LBR","Subnat","LBRr114","River Gee",43.8,,1.21,25.1,28.6,11.6,11.8,9.87,6.18,4.14,1.64,0.97,0.12,5.08,,4.25,,21.2,25.6,53.1,,
"Liberia","Africa","LBR","Subnat","LBRr115","Sinoe",21.7,,2.46,27.7,25.1,13.2,11.2,10.2,6.56,3.48,2.07,0.35,0.11,4.28,,6.63,,22.0,23.7,54.3,,
"Madagascar","Africa","MDG","National","MDGt","Total",26.1,28.2,100,29.0,25.4,15.8,10.5,8.36,5.95,3.32,1.16,0.42,0.09,4.18,,46.0,,60.8,29.2,9.94,,99.4
"Madagascar","Africa","MDG","Urb/rur","MDGtu","Urban",100,7.13,26.1,25.1,25.2,17.5,12.0,8.98,5.60,3.76,1.43,0.39,0.07,3.82,,64.8,,60.3,29.4,10.3,,99.5
"Madagascar","Africa","MDG","Urb/rur","MDGtr","Rural",0.00,21.0,73.9,30.4,25.5,15.2,9.93,8.13,6.00,3.16,1.08,0.43,0.10,4.30,,37.1,,61.6,29.0,9.50,,99.6
"Madagascar","Africa","MDG","Poverty","MDGp1","Poor",19.4,24.0,84.8,30.5,25.5,15.5,9.96,7.93,5.68,3.21,1.14,0.44,0.10,4.18,,35.6,,66.6,26.2,7.25,,99.5
"Madagascar","Africa","MDG","Poverty","MDGp0","Nonpoor",62.2,4.13,15.2,20.8,25.0,17.4,13.6,10.7,7.24,3.78,1.16,0.29,0.05,4.22,,99.7,,30.8,46.4,22.8,,99.9
"Madagascar","Africa","MDG","Wealth quartiles","MDGw41","Lowest 25%",13.6,7.60,27.0,37.1,24.6,13.4,9.22,6.55,4.86,2.61,1.10,0.43,0.15,4.47,,3.83,,72.5,22.3,5.21,,99.8
"Madagascar","Africa","MDG","Wealth quartiles","MDGw42","Second 25%",9.34,7.43,26.5,31.3,26.4,14.2,9.45,7.70,5.91,3.26,1.25,0.43,0.11,4.36,,17.0,,65.4,26.8,7.75,,99.8
"Madagascar","Africa","MDG","Wealth quartiles","MDGw43","Third 25%",19.6,6.78,24.0,24.6,26.9,17.3,10.1,9.13,6.65,3.71,1.12,0.44,0.07,4.06,,61.5,,55.5,33.4,11.1,,99.6
"Madagascar","Africa","MDG","Wealth quartiles","MDGw44","Highest 25%",67.8,6.35,22.5,21.2,23.6,19.1,13.6,10.5,6.57,3.78,1.16,0.37,0.02,3.83,,99.9,,49.9,34.4,15.7,,98.4
"Madagascar","Africa","MDG","Subnat","MDGr201"," Antananarivo",30.1,7.79,27.4,24.7,24.6,17.4,10.9,10.2,6.81,3.83,1.17,0.44,0.01,4.08,,58.9,,60.3,30.0,9.65,,98.8
"Madagascar","Africa","MDG","Subnat","MDGr206"," Antsiranana",37.9,1.95,6.91,25.3,23.4,18.2,12.0,8.76,6.83,3.72,1.24,0.24,0.24,3.22,,75.0,,61.2,29.8,9.02,,99.1
"Madagascar","Africa","MDG","Subnat","MDGr202"," Fianarantsoa",20.0,5.67,20.2,30.9,26.8,14.5,9.68,7.47,5.73,3.38,1.01,0.37,0.13,4.90,,21.6,,51.1,33.2,15.7,,99.5
"Madagascar","Africa","MDG","Subnat","MDGr204"," Mahajanga",25.1,3.23,11.5,29.5,25.7,15.7,10.3,8.10,5.62,3.37,1.13,0.49,0.09,4.02,,48.9,,62.1,30.3,7.62,,99.7
"Madagascar","Africa","MDG","Subnat","MDGr203"," Toamasina",29.3,3.98,14.0,26.0,25.4,16.0,12.5,9.25,6.09,2.91,1.38,0.45,0.10,3.78,,65.8,,64.0,27.3,8.79,,99.8
"Madagascar","Africa","MDG","Subnat","MDGr205"," Toliary",21.3,5.55,20.1,36.1,25.9,14.2,8.84,6.07,4.67,2.54,1.09,0.43,0.13,4.52,,14.9,,66.9,25.3,7.84,,100.0
"Madagascar","Africa","MDG","Subnat","MDGr112","Alaotra Mangoro",17.7,1.35,4.75,27.6,25.0,15.5,11.2,10.7,6.04,2.16,1.43,0.40,0.03,4.45,,59.5,,64.8,28.7,6.56,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr101","Analamanga",37.0,3.80,13.4,22.0,23.6,19.2,11.7,11.3,7.07,3.70,0.98,0.46,0.01,4.10,,78.6,,59.5,29.5,11.0,,97.5
"Madagascar","Africa","MDG","Subnat","MDGr111","Analanjirofo",27.0,1.00,3.42,25.3,24.6,17.8,15.0,6.79,5.39,3.00,1.48,0.38,0.18,3.84,,82.2,,58.6,31.0,10.4,,99.1
"Madagascar","Africa","MDG","Subnat","MDGr106","Anamoroni Mania",16.6,0.90,3.15,29.8,25.6,13.9,11.0,7.19,6.16,4.50,1.42,0.37,0.19,4.91,,24.4,,50.5,33.5,16.1,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr118","Androy",25.5,1.31,4.78,41.0,26.7,12.5,6.17,5.20,3.88,2.28,1.20,0.64,0.46,5.54,,9.43,,60.7,27.5,11.7,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr119","Anosy",28.7,0.93,3.33,35.8,23.5,16.5,9.48,6.23,5.34,2.16,0.72,0.26,0.08,4.74,,14.3,,65.8,28.3,5.86,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr117","Atsimo Andrefana",16.0,2.28,8.26,36.2,25.8,13.5,9.78,6.42,4.43,2.54,0.93,0.42,0.01,4.77,,12.4,,70.9,21.7,7.40,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr109","Atsimo Atsinanana",13.6,1.29,4.68,36.5,24.8,14.3,8.63,5.57,5.68,3.24,0.68,0.38,0.20,5.87,,15.5,,43.8,34.5,21.7,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr110","Atsinanana",39.7,1.62,5.79,25.4,26.3,14.8,11.6,9.89,6.59,3.49,1.26,0.56,0.13,4.07,,57.4,,68.2,22.7,9.17,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr115","Betsiboka",19.4,0.44,1.58,33.3,23.2,16.1,11.0,7.55,5.01,2.80,0.88,0.17,0.15,4.90,,40.8,,58.9,35.2,5.90,,99.7
"Madagascar","Africa","MDG","Subnat","MDGr113","Boeny",44.1,0.85,2.97,29.1,23.6,18.2,10.4,7.52,6.26,3.29,1.23,0.31,0.06,4.24,,38.1,,70.8,26.2,3.00,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr104","Bongolava",9.90,0.80,2.85,31.2,25.9,16.5,9.38,8.15,5.16,2.86,0.69,0.13,0.01,4.93,,39.1,,65.9,24.4,9.66,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr121","Diana",50.7,1.09,3.99,27.4,22.8,15.9,13.0,9.43,5.42,4.03,1.68,0.28,0.10,3.74,,61.4,,60.6,30.4,9.01,,99.5
"Madagascar","Africa","MDG","Subnat","MDGr105","Haute Matsiatra",27.6,1.53,5.42,25.4,30.2,14.0,9.81,9.49,5.84,3.63,1.17,0.51,0.02,5.14,,20.0,,43.1,38.4,18.5,,98.9
"Madagascar","Africa","MDG","Subnat","MDGr108","Ihorombe",26.6,0.37,1.27,32.5,26.0,14.0,10.8,7.63,4.09,3.31,1.18,0.33,0.14,4.66,,30.9,,59.0,30.5,10.6,,99.8
"Madagascar","Africa","MDG","Subnat","MDGr103","Itasy",21.4,0.93,3.24,24.7,25.9,15.5,11.2,9.59,6.93,5.05,0.71,0.40,0.01,4.48,,30.2,,53.3,37.7,9.08,,100.0
"Madagascar","Africa","MDG","Subnat","MDGr116","Melaky",29.6,0.31,1.12,34.7,24.3,15.4,10.5,5.90,4.05,3.78,1.05,0.15,0.15,4.74,,26.8,,70.4,23.6,6.06,,99.8
"Madagascar","Africa","MDG","Subnat","MDGr120","Menabe",20.8,1.03,3.74,29.9,27.7,15.7,9.60,6.21,5.55,3.29,1.70,0.32,0.01,4.78,,27.1,,65.8,27.8,6.45,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr122","Sava",21.7,0.85,2.92,23.4,24.0,20.8,10.8,7.95,8.25,3.34,0.83,0.15,0.41,3.59,,87.4,,62.9,28.5,8.64,,98.6
"Madagascar","Africa","MDG","Subnat","MDGr114","Sofia",15.8,1.63,5.79,27.6,27.8,14.2,10.1,9.00,5.77,3.48,1.17,0.73,0.09,4.32,,60.8,,56.7,32.4,10.9,,99.5
"Madagascar","Africa","MDG","Subnat","MDGr102","Vakinankaratra",29.1,2.26,7.93,27.0,25.2,15.5,9.97,9.25,6.89,3.85,1.84,0.53,0.01,4.58,,40.3,,63.3,29.4,7.34,,99.9
"Madagascar","Africa","MDG","Subnat","MDGr107","Vatovavy Fitovinany",18.0,1.58,5.66,32.0,26.1,15.7,9.38,7.21,5.86,2.55,0.86,0.24,0.13,4.89,,23.3,,61.6,28.2,10.2,,99.2
"Malawi","Africa","MWI","National","MWIt","Total",15.7,,100,29.3,26.5,15.3,10.9,7.44,4.60,2.89,2.01,0.80,0.21,3.96,,20.8,,33.4,41.5,25.1,,99.9
"Malawi","Africa","MWI","Urb/rur","MWItu","Urban",100,,15.7,24.7,26.0,18.3,14.4,8.82,4.74,1.85,0.93,0.30,0.04,3.88,,54.1,,29.0,42.5,28.5,,99.8
"Malawi","Africa","MWI","Urb/rur","MWItr","Rural",0.00,,84.3,30.2,26.5,14.8,10.3,7.19,4.58,3.08,2.20,0.89,0.24,3.99,,14.4,,34.2,41.4,24.4,,99.9
"Malawi","Africa","MWI","Poverty","MWIp1","Poor",9.52,,88.1,30.2,26.3,15.1,10.6,7.12,4.50,2.95,2.13,0.84,0.23,3.91,,11.8,,36.1,41.5,22.4,,99.9
"Malawi","Africa","MWI","Poverty","MWIp0","Nonpoor",61.3,,11.9,23.1,27.4,16.7,13.5,9.88,5.43,2.41,1.14,0.46,0.02,4.40,,94.6,,10.8,42.2,47.0,,99.7
"Malawi","Africa","MWI","Wealth quartiles","MWIw41","Lowest 25%",1.40,,22.9,35.4,23.6,16.7,9.79,5.45,3.15,2.57,2.21,0.94,0.21,3.63,,0.88,,51.9,38.7,9.44,,100
"Malawi","Africa","MWI","Wealth quartiles","MWIw42","Second 25%",2.16,,24.7,30.5,26.4,14.9,9.75,7.00,4.83,3.17,2.38,0.87,0.22,3.93,,5.45,,33.7,44.5,21.8,,99.9
"Malawi","Africa","MWI","Wealth quartiles","MWIw43","Third 25%",8.30,,26.4,27.7,28.2,13.6,11.0,7.81,5.06,3.24,2.28,0.88,0.29,4.19,,11.8,,26.1,41.2,32.7,,99.9
