dataset,area,project_name,developer,Google Pin Location,land_size_acres,project_status,start_year,completion_year,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units,number_units_per_acre,Year Data Valid, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,occupancy,annual_uptake,"Projected Yield assuming 90% occupancy rate, 6% stamp duty",Source
Developer,Ruiru,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",,Stalled,,,4,Maisonette,190,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ruiru,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",,Stalled,,,4,Maisonette,250,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ruiru,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",100,Stalled,,,,Maisonette,,1200,12,2019,,,,,,,,,,,,"Field and online research, property agents interviews"
NMDA,Riverside,Riverside Brooks Apts,,"-1.26913, 36.79343",,complete,2015,2017,3,Apartments,232,14,,2021,"  25,000,000 ","  107,759 ","  130,000 ",  560 ,,"Ksh296,277.66",,  2.3 ,86%,13%,5%,"Field and online research, property agents interviews"
NMDA,Riverside,Riverside Pearl,,"-1.26878, 36.79727",,complete,,,3,Apartments,279,,,2021,"  47,000,000 ","  168,459 ","  250,000 ",  896 ,,"Ksh557,001.99",,  2.2 ,,,5%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Riziki Apartments,,"-1.28599, 36.77837",,complete,2016,2018,2,Apartments,120,34,,2021,"  13,500,000 ","  112,500 ","  80,000 ",  667 ,,"Ksh159,989.93",,  2.0 ,88%,,6%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Riziki Apartments,,"-1.28599, 36.77837",,complete,2016,2018,3,Apartments,150,38,,2021,"  16,500,000 ","  110,000 ","  110,000 ",  733 ,,"Ksh195,543.25",,  1.8 ,53%,20%,7%,"Field and online research, property agents interviews"
Developer,Joska,Rockavilla II Estate,Mahiga Homes,"-1.28419, 37.09573",,ongoing,,,3,Bungalows,106,78,,2019,,  -   ,"  30,000 ",  283 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Neighborhood,Joska,Rockavilla III Estate,Mahiga Homes,"-1.28419, 37.09573",,ongoing,,,3,Bungalows,106,,,2019,"  3,950,000 ","  37,264 ","  30,000 ",  283 ,3000,"Ksh46,811.87",44211.21024,  1.6 ,,,8%,"Field and online research, property agents interviews"
Developer,Joska,Rockvilla Gardens Estate,Mahiga Homes,"-1.26760, 37.11989",,ongoing,,,3,Bungalows,106,78,,2019,,  -   ,"  30,000 ",  283 ,,,,  -   ,,,,"Field and online research, property agents interviews"
NMDA,Lower Kabete,Rolina,,"-1.23560, 36.72916",,complete,2016,,2,Apartments,65,,,2021,"  9,500,000 ","  146,154 ","  37,000 ",  569 ,,"Ksh112,585.51",,  3.0 ,,,4%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,Rongai Dream,Impalla Developers,"-1.38964, 36.76881",,complete,2016,,3,Apartments,115,38,,2021,"  7,850,000 ","  68,261 ","  40,000 ",  348 ,,"Ksh93,031.18",,  2.3 ,100%,19%,5%,"Field and online research, property agents interviews"
Neighborhood,Ongata Rongai,Rongai Royal Villas,Safcom Investments,"-1.39651, 36.73457",,complete,,,4,Maisonette,175,,,2019,"  13,500,000 ","  77,143 ","  45,000 ",  257 ,3000,"Ksh159,989.93",151101.6046,  3.6 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Roseville apartments,Saif Real Estate,"-1.29623, 36.79489",,ongoing,,,3,Apartments,180,,,2019,"  16,000,000 ","  88,889 ","  80,000 ",  444 ,3000,"Ksh189,617.70",179083.3832,  2.4 ,,,5%,"Field and online research, property agents interviews"
NMDA,Thindigua,Rosewood Court,,"-1.20530, 36.83561",,complete,2012,2015,3,Apartments,130,50,,2021,"  12,700,000 ","  97,692 ","  50,000 ",  385 ,,"Ksh150,509.05",,  3.0 ,96%,11%,4%,"Field and online research, property agents interviews"
NMDA,Parklands,Royal Apartments,,"-1.25963, 36.82295",,complete,2013,2015,3,Apartments,214,16,,2021,"  23,200,000 ","  108,411 ","  104,000 ",  486 ,,"Ksh274,945.66",,  2.6 ,88%,11%,5%,"Field and online research, property agents interviews"
NMDA,Parklands,Royal Apartments,,"-1.25963, 36.82295",,complete,2013,2015,4,Apartments,250,20,,2021,"  27,000,000 ","  108,000 ","  120,000 ",  480 ,,"Ksh319,979.87",,  2.7 ,80%,10%,5%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Royal Finesse,Cheriez Properties,"-1.53325, 36.94268",,complete,,,5,Townhouses,259,,,2019,"  19,000,000 ","  73,359 ","  100,000 ",  386 ,3000,"Ksh225,171.02",212661.5176,  2.3 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Royal Gates,Cheriez Properties,"-1.53271, 36.94460",,complete,,,4,Townhouses,200,,,2019,"  14,900,000 ","  74,500 ","  65,000 ",  325 ,3000,"Ksh176,581.48",166771.4006,  2.7 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Machakos,Royal Razak,National Cooperative Housing Union (NACHU),"-1.28580, 37.13442",,complete,,,2,Bungalows,20,,,2019,"  1,150,000 ","  57,500 ","  20,000 ","  1,000 ",3000,"Ksh13,628.77",13628.77218,  0.7 ,,,18%,"Field and online research, property agents interviews"
Neighborhood,Roysambu,Royal Suburbs,Tsavo,"-1.21702, 36.88761",,complete,,,1,Apartments,19,,,2019,"  1,600,000 ","  86,112 ","  12,000 ",  646 ,3000,"Ksh18,961.77",17908.33832,  1.6 ,,,8%,"Field and online research, property agents interviews"
Neighborhood,Roysambu,Royal Suburbs,Tsavo,"-1.21702, 36.88761",,complete,,,1,Apartments,30,,,2019,"  2,600,000 ","  87,458 ","  15,000 ",  505 ,3000,"Ksh30,812.88",29101.04978,  2.1 ,,,6%,"Field and online research, property agents interviews"
Developer,Ruaka,Ruaka Zipporah Heights,Heri Homes,"-1.20383, 36.77427",,Complete,,,2,Apartments,84,28,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
NMDA,South C,Ruby flats,,"-1.32486, 36.82583",,complete,2018,,2,Apartments,93,,,2021,"  7,545,000 ","  81,129 ","  40,000 ",  430 ,,"Ksh89,416.60",,  2.2 ,,,5%,"Field and online research, property agents interviews"
NMDA,South C,Ruby flats,,"-1.32486, 36.82583",,complete,2018,,3,Apartments,121,,,2021,"  8,750,000 ","  72,314 ","  50,000 ",  413 ,,"Ksh103,697.18",,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Gardens,,"-1.21342, 36.82708",,complete,,,4,Maisonette,,,,2019,"  37,000,000 ",,"  130,000 ",,3000,"Ksh438,490.93",414130.3237,  3.4 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Palm Gardens,,"-1.20451,36.83346",,complete,,,4,Apartments,,,,2019,"  65,000,000 ",,"  350,000 ",,3000,"Ksh770,321.91",727526.2444,  2.2 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Palm Gardens,,"-1.20451,36.83346",,complete,,,5,Apartments,,,,2019,"  70,000,000 ",,"  400,000 ",,3000,"Ksh829,577.44",783489.8016,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Paradise,Maha Property Limited,"-1.19990, 36.82227",,complete,,,3,Maisonette,,,,2019,"  25,000,000 ",,"  130,000 ",,3000,"Ksh296,277.66",279817.7863,  2.3 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Park Apartments,Kingspride Developers,"-1.16817,36.82608",,complete,,,2,Apartments,109,,,2019,"  7,950,000 ","  72,953 ","  55,000 ",  505 ,3000,"Ksh94,216.29",88982.05604,  1.7 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Park Apartments,Kingspride Developers,"-1.16817,36.82608",,complete,,,3,Apartments,128,,,2019,"  9,750,000 ","  76,216 ","  65,000 ",  508 ,3000,"Ksh115,548.29",109128.9367,  1.8 ,,,7%,"Field and online research, property agents interviews"
NMDA,Thindigua,Runda Royal Apartments,Kingspride Developers,"-1.20634, 36.83254",,Complete,2014,2019,2,Apartments,95,71,,2021,"  8,700,000 ","  91,579 ","  45,000 ",  474 ,,"Ksh103,104.62",,  2.3 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,Thindigua,Runda Royal Apartments,Kingspride Developers,"-1.20634, 36.83254",,Complete,2014,2019,3,Apartments,135,14,,2021,"  13,500,000 ","  100,000 ","  65,000 ",  481 ,,"Ksh159,989.93",,  2.5 ,0%,,5%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Royale Apartments,Kingspride Developers,"-1.20634, 36.83254",,complete,,,2,Apartments,95,,,2019,"  8,700,000 ","  91,579 ","  50,000 ",  526 ,3000,"Ksh103,104.62",97376.58963,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Runda Royale Apartments,Kingspride Developers,"-1.20634, 36.83254",,complete,,,3,Apartments,145,,,2019,"  13,500,000 ","  93,103 ","  60,000 ",  414 ,3000,"Ksh159,989.93",151101.6046,  2.7 ,,,5%,"Field and online research, property agents interviews"
NMDA,Westlands,Sandalwood Park,,"-1.29385, 36.79393",,complete,,,1,Apartments,75,,,2021,"  16,000,000 ","  213,333 ","  100,000 ","  1,333 ",,"Ksh189,617.70",,  1.9 ,,,6%,"Field and online research, property agents interviews"
NMDA,Riverside,Sandalwood Park,,"-1.29385, 36.79393",,complete,,,3,Apartments,279,48,,2021,"  45,000,000 ","  161,290 ","  250,000 ",  896 ,,"Ksh533,299.78",,  2.1 ,98%,,6%,"Field and online research, property agents interviews"
NMDA,Westlands,Sandalwood Park,,"-1.29385, 36.79393",,complete,,,3,Apartments,220,,,2021,"  35,000,000 ","  159,091 ","  184,000 ",  836 ,,"Ksh414,788.72",,  2.3 ,,,5%,"Field and online research, property agents interviews"
NMDA,Kilimani,Sapphire Court,,"-1.29113, 36.78111",,Complete,2015,,2,Apartments,112,,,2021,"  9,500,000 ","  84,821 ","  65,000 ",  580 ,,"Ksh112,585.51",,  1.7 ,,,7%,"Field and online research, property agents interviews"
NMDA,South C,Sapphire Court,,"-1.29113, 36.78111",,Complete,,2021,2,Apartments,87,40,,2021,"  10,900,000 ","  125,170 ","  50,000 ",  574 ,,"Ksh129,177.06",,  2.6 ,88%,,5%,"Field and online research, property agents interviews"
NMDA,Kilimani,Sapphire Court,,"-1.29113, 36.78111",,Complete,2015,,3,Apartments,138,,,2021,"  15,500,000 ","  112,319 ","  50,000 ",  362 ,,"Ksh183,692.15",,  3.7 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Scenic View Apartments,,"-1.20318, 36.83633",,complete,,,3,Apartments,140,,,2019,"  12,500,000 ","  89,286 ","  45,000 ",  321 ,3000,"Ksh148,138.83",139908.8931,  3.3 ,,,4%,"Field and online research, property agents interviews"
NMDA,Lower Kabete,Schemers apt,,"-1.23311, 36.71699",,complete,2018,,2,Apartments,85,,,2021,"  25,000,000 ","  294,118 ","  35,000 ",  412 ,,"Ksh296,277.66",,  8.5 ,,,1%,"Field and online research, property agents interviews"
Neighborhood,Ongata Rongai,Selengei Villas,,"-1.39422, 36.76925",,complete,,,3,Maisonette,,,,2019,"  11,500,000 ",,"  35,000 ",,3000,"Ksh136,287.72",128716.1817,  3.9 ,,,3%,"Field and online research, property agents interviews"
NMDA,Thindigua,Serene court apartments,,"-1.20117, 36.83971",,complete,,,2,Apartments,80,40,,2021,"  8,500,000 ","  106,250 ","  38,000 ",  475 ,,"Ksh100,734.40",,  2.7 ,80%,,5%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Serene Park Villas,Purple Dot International Limited,"-1.53292, 37.14656",,complete,,,4,Maisonette,335,,,2019,"  26,500,000 ","  79,104 ","  200,000 ",  597 ,3000,"Ksh314,054.32",314054.3154,  1.6 ,,,8%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Serenity,,"-1.28657, 36.77948",,Complete,2015,2018,2,Apartments,140,,,2021,"  15,000,000 ","  107,143 ","  95,000 ",  679 ,,"Ksh177,766.59",,  1.9 ,,14%,6%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Serenity,,"-1.28657, 36.77948",,Complete,2015,2018,3,Apartments,175,,,2021,"  21,000,000 ","  120,000 ","  140,000 ",  800 ,,"Ksh248,873.23",,  1.8 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Shaba Village,Prism Investments Limited,"-1.38201, 36.92428",,complete,,,2,Apartments,98,,,2019,"  6,500,000 ","  66,327 ","  31,000 ",  316 ,3000,"Ksh77,032.19",82957.7437,  2.5 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Shaba Village,Prism Investments Limited,"-1.38201, 36.92428",,complete,,,3,Apartments,109,,,2019,"  7,500,000 ","  68,807 ","  38,000 ",  349 ,3000,"Ksh88,883.30",88883.29682,  2.3 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Shaba Village,Prism Investments Limited,"-1.38201, 36.92428",,complete,,,3,Apartments,120,,,2019,"  13,500,000 ","  112,500 ","  40,000 ",  333 ,3000,"Ksh159,989.93",159989.9343,  4.0 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Shaba Village,Prism Investments Limited,"-1.38201, 36.92428",,complete,,,4,Apartments,149,,,2019,"  14,000,000 ","  94,185 ","  50,000 ",  336 ,3000,"Ksh165,915.49",165915.4874,  3.3 ,,,4%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Shakiwa,,"-1.23468, 36.66417",,Complete,2010,2010,2,Apartments,76,16,,2021,"  5,600,000 ","  73,684 ","  27,000 ",  355 ,,"Ksh66,366.19",,  2.5 ,88%,9%,5%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Shakiwa,,"-1.23468, 36.66417",,Complete,2010,2010,3,Apartments,100,16,,2021,"  7,000,000 ","  70,000 ","  34,000 ",  340 ,,"Ksh82,957.74",,  2.4 ,94%,9%,5%,"Field and online research, property agents interviews"
Neighborhood,Ongata Rongai,Sienna Villas,,"-1.38345, 36.72019",,complete,,,3,Bungalows,120,,,2019,"  8,500,000 ","  70,833 ","  30,000 ",  250 ,3000,"Ksh100,734.40",95138.04734,  3.4 ,,,4%,"Field and online research, property agents interviews"
NMDA,Lower Kabete,Signature apt,,"-1.23539, 36.72869",,Complete,2017,2017,3,Apartments,125,,,2021,"  10,500,000 ","  84,000 ","  60,000 ",  480 ,,"Ksh124,436.62",,  2.1 ,,,6%,"Field and online research, property agents interviews"
NMDA,Kilimani,Silverstone,,"-1.29377, 36.79246",,Complete,2017,,1,Apartments,92,,,2021,"  9,000,000 ","  97,826 ","  75,000 ",  815 ,,"Ksh106,659.96",,  1.4 ,,,8%,"Field and online research, property agents interviews"
NMDA,Kilimani,Silverstone,,"-1.29377, 36.79246",,Complete,2017,,2,Apartments,,52,,2021,"  13,500,000 ",,"  150,000 ",,,"Ksh159,989.93",,  1.1 ,0%,,11%,"Field and online research, property agents interviews"
Neighborhood,Embakasi,Simba Villas Estate,,"-1.30991, 36.92022",,complete,,,3,Apartments,108,,,2019,"  9,000,000 ","  83,333 ","  35,000 ",  324 ,3000,"Ksh106,659.96",100734.4031,  3.0 ,,,4%,"Field and online research, property agents interviews"
Developer,Karen,Situ Village,Cytonn Real Estate,"-1.34779, 36.69183",,Stalled,,,3,Bungalows,221,10,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Karen,Situ Village,Cytonn Real Estate,"-1.34779, 36.69183",,Stalled,,,4,Bungalows,380,50,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Karen,Situ Village,Cytonn Real Estate,"-1.34779, 36.69183",29,Stalled,,,,Bungalows,,60,2.068965517,2019,,,,,,,,,,,,"Field and online research, property agents interviews"
Neighborhood,Embakasi,Skyline Apartments,,"-1.31556, 36.91177",,complete,,,3,Apartments,120,,,2019,"  6,500,000 ","  54,321 ","  25,000 ",  209 ,3000,"Ksh77,032.19",72752.62444,  3.1 ,,,4%,"Field and online research, property agents interviews"
NMDA,Ngong,Sopa apartments,,"-1.36147, 36.65268",,complete,2014,2015,2,Apartments,90,40,,2021,"  4,700,000 ","  52,222 ","  25,000 ",  278 ,,"Ksh55,700.20",,  2.2 ,100%,14%,5%,"Field and online research, property agents interviews"
NMDA,Ngong,South End Apartments,,"-1.35670, 36.65547",,complete,2015,2017,2,Apartments,120,,,2021,"  6,500,000 ","  54,167 ","  30,000 ",  250 ,,"Ksh77,032.19",,  2.6 ,,,5%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Southern Oasis,,"-1.28617, 36.77806",,complete,2016,2018,3,Apartments,247,30,,2021,"  23,500,000 ","  95,142 ","  150,000 ",  607 ,,"Ksh278,501.00",,  1.9 ,93%,,7%,"Field and online research, property agents interviews"
NMDA,Westlands,St Michael Gardens,,"-1.26187, 36.78508",,complete,,,2,Apartments,152,40,,2021,"  18,000,000 ","  118,098 ","  100,000 ",  656 ,,"Ksh213,319.91",,  2.1 ,60%,,6%,"Field and online research, property agents interviews"
Neighborhood,Malaa,Stima Plains,Stima Sacco,"-1.27696, 37.13967",,ongoing,,,2,Apartments,60,,,2019,"  4,000,000 ","  66,667 ","  25,000 ",  417 ,3000,"Ksh47,404.42",44770.84581,  1.9 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Malaa,Stima Plains,Stima Sacco,"-1.27696, 37.13967",,ongoing,,,3,Bungalows,83,,,2019,"  5,940,000 ","  71,566 ","  30,000 ",  361 ,3000,"Ksh70,395.57",66484.70602,  2.3 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Malaa,Stima Plains,Stima Sacco,"-1.27696, 37.13967",,ongoing,,,3,Bungalows,88,,,2019,"  6,780,000 ","  77,045 ","  35,000 ",  398 ,3000,"Ksh80,350.50",75886.58364,  2.3 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Stima Village,Stima Sacco,"-1.34975, 36.94343",,complete,,,3,Maisonette,124,,,2019,"  10,500,000 ","  84,677 ","  40,000 ",  323 ,3000,"Ksh124,436.62",124436.6156,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Stima Village,Stima Sacco,"-1.34975, 36.94343",,complete,,,4,Maisonette,141,,,2019,"  11,500,000 ","  81,560 ","  50,000 ",  355 ,3000,"Ksh136,287.72",136287.7218,  2.7 ,,,4%,"Field and online research, property agents interviews"
NMDA,Athi River,Sun city,,"-1.45420, 36.97653",,Complete,2016,2020,1,Apartments,50,175,,2021,"  2,600,000 ","  52,000 ","  15,000 ",  300 ,,"Ksh30,812.88",,  2.1 ,0%,,6%,"Field and online research, property agents interviews"
NMDA,Athi River,Sun city,,"-1.45420, 36.97653",,Complete,2016,2020,2,Apartments,80,1050,,2021,"  4,500,000 ","  56,250 ","  25,000 ",  313 ,,"Ksh53,329.98",,  2.1 ,0%,,6%,"Field and online research, property agents interviews"
NMDA,Athi River,Sun city,,"-1.45420, 36.97653",,Complete,2016,2020,3,Apartments,110,2275,,2021,"  6,000,000 ","  54,545 ","  33,000 ",  300 ,,"Ksh71,106.64",,  2.2 ,0%,,6%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Sunny Heights,,"-1.28647, 36.78010",,Complete,2016,2018,3,Apartments,258,39,,2021,"  25,000,000 ","  96,899 ","  120,000 ",  465 ,,"Ksh296,277.66",,  2.5 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,Loresho,sunny side,,"-1.26199, 36.74153",,Complete,2014,2016,2,Apartments,110,20,,2021,"  15,000,000 ","  136,364 ","  60,000 ",  545 ,,"Ksh177,766.59",,  3.0 ,0%,,4%,"Field and online research, property agents interviews"
NMDA,Loresho,sunny side,,"-1.26199, 36.74153",,Complete,2014,2016,3,Apartments,150,45,,2021,"  20,000,000 ","  133,333 ","  80,000 ",  533 ,,"Ksh237,022.12",,  3.0 ,0%,,4%,"Field and online research, property agents interviews"
Neighborhood,Imara Daima,Sunrise Park Estate,TRV Group,"-1.32418, 36.87715",,complete,,,2,Apartments,,,,2019,"  7,000,000 ",,"  35,000 ",,3000,"Ksh82,957.74",78348.98016,  2.4 ,,,5%,"Field and online research, property agents interviews"
NMDA,Lang'ata,Sunvalley Apartments,,"-1.32687, 36.77424",,Complete,2013,2015,1,Apartments,50,16,,2021,"  6,000,000 ","  120,000 ","  27,500 ",  550 ,,"Ksh71,106.64",,  2.6 ,94%,11%,5%,"Field and online research, property agents interviews"
NMDA,South C,Taah Heights,Marwa Properties Ltd,"-1.32562, 36.84194",,Complete,2019,2021,3,Apartments,110,,,2021,"  12,500,000 ","  113,636 ","  75,000 ",  682 ,,"Ksh148,138.83",,  2.0 ,,,6%,"Field and online research, property agents interviews"
NMDA,Riverside,Taj View,,"-1.27270, 36.80311",,Complete,,,3,Apartments,185,,,2021,"  20,000,000 ","  108,108 ","  80,000 ",  432 ,,"Ksh237,022.12",,  3.0 ,,,4%,"Field and online research, property agents interviews"
NMDA,Riverside,Taj View,,"-1.27270, 36.80311",,Complete,,,4,Apartments,151,,,2021,"  25,000,000 ","  165,563 ","  120,000 ",  795 ,,"Ksh296,277.66",,  2.5 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Embakasi,Tamarind Valley,Cherwell Limited,"-1.29816, 36.98646",,ongoing,,,2,Apartments,70,,,2019,"  4,950,000 ","  70,714 ","  25,000 ",  357 ,3000,"Ksh58,662.98",55403.92169,  2.3 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Embakasi,Tamarind Valley,Cherwell Limited,"-1.29816, 36.98646",,ongoing,,,3,Apartments,100,,,2019,"  6,950,000 ","  69,500 ","  30,000 ",  300 ,3000,"Ksh82,365.19",77789.34459,  2.7 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Embakasi,Tamarind Valley,Cherwell Limited,"-1.29816, 36.98646",,ongoing,,,3,Apartments,129,,,2019,"  9,500,000 ","  73,643 ","  35,000 ",  271 ,3000,"Ksh112,585.51",106330.7588,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Nkoroi,Tamboti Homes,,"-1.40699, 36.71773",,complete,,,1,Apartments,,,,2019,"  3,500,000 ",,"  6,000 ",,3000,"Ksh41,478.87",39174.49008,  6.9 ,,,2%,"Field and online research, property agents interviews"
Neighborhood,Nkoroi,Tamboti Homes,,"-1.40699, 36.71773",,complete,,,2,Apartments,,,,2019,"  5,500,000 ",,"  12,000 ",,3000,"Ksh65,181.08",61559.91299,  5.4 ,,,2%,"Field and online research, property agents interviews"
Neighborhood,Nkoroi,Tamboti Homes,,"-1.40699, 36.71773",,complete,,,3,Maisonette,,,,2019,"  11,500,000 ",,"  20,000 ",,3000,"Ksh136,287.72",128716.1817,  6.8 ,,,2%,"Field and online research, property agents interviews"
Neighborhood,Lavington,Tashana Apartments,Siavonga Gardens Ltd,"-1.28492, 36.77781",,Complete,,,1,Apartments,81,,,2019,"  14,000,000 ","  173,697 ","  70,000 ",  868 ,3000,"Ksh165,915.49",156697.9603,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Lavington,Tashana Apartments,Siavonga Gardens Ltd,"-1.28492, 36.77781",,Complete,,,2,Apartments,166,,,2019,"  18,000,000 ","  108,565 ","  80,000 ",  483 ,3000,"Ksh213,319.91",201468.8061,  2.7 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Lavington,Tashana Apartments,Siavonga Gardens Ltd,"-1.28492, 36.77781",,Complete,,,3,Apartments,230,,,2019,"  28,000,000 ","  121,845 ","  100,000 ",  435 ,3000,"Ksh331,830.97",313395.9207,  3.3 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Lavington,Tashana Apartments,Siavonga Gardens Ltd,"-1.28492, 36.77781",,Complete,,,3,Apartments,260,,,2019,"  32,000,000 ","  123,077 ","  120,000 ",  462 ,3000,"Ksh379,235.40",358166.7665,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Lavington,Tashana Apartments,Siavonga Gardens Ltd,"-1.28492, 36.77781",,Complete,,,4,Apartments,230,,,2019,"  48,000,000 ","  208,877 ","  160,000 ",  696 ,3000,"Ksh568,853.10",537250.1497,  3.6 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Kajiado,Tausi,National Cooperative Housing Union (NACHU),"-1.64413, 36.87136",,Complete,,,2,Bungalows,20,,,2019,"  1,150,000 ","  57,500 ","  12,000 ",  600 ,3000,"Ksh13,628.77",12871.61817,  1.1 ,,,11%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,The Crescent,,"-1.27932, 36.78203",,Complete,2015,2015,3,Apartments,242,26,,2021,"  21,000,000 ","  86,777 ","  120,000 ",  496 ,,"Ksh248,873.23",,  2.1 ,96%,,6%,"Field and online research, property agents interviews"
NMDA,Thindigua,The Green Zone,Krishna Group,"-1.20018, 36.83057",,Complete,,,2,Apartments,96,,,2021,"  8,000,000 ","  83,333 ","  45,000 ",  469 ,,"Ksh94,808.85",,  2.1 ,,,6%,"Field and online research, property agents interviews"
NMDA,Thindigua,The Green Zone,Krishna Group,"-1.20018, 36.83057",,Complete,,,3,Apartments,144,,,2021,"  12,000,000 ","  83,333 ","  67,500 ",  469 ,,"Ksh142,213.27",,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,The Mocah Courtyard,Qwanza Homes Ltd,"-1.20400, 36.84313",,Complete,,,2,Apartments,100,,,2019,"  8,500,000 ","  85,000 ","  40,000 ",  400 ,3000,"Ksh100,734.40",95138.04734,  2.5 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,The Mocah Courtyard,Qwanza Homes Ltd,"-1.20400, 36.84313",,Complete,,,3,Apartments,140,,,2019,"  13,000,000 ","  92,857 ","  48,000 ",  343 ,3000,"Ksh154,064.38",145505.2489,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,The Mocah Courtyard,Qwanza Homes Ltd,"-1.20400, 36.84313",,Complete,,,3,Apartments,145,,,2019,"  14,000,000 ","  96,552 ","  50,000 ",  345 ,3000,"Ksh165,915.49",156697.9603,  3.3 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,The Mocah Courtyard,Qwanza Homes Ltd,"-1.20400, 36.84313",,Complete,,,3,Apartments,170,,,2019,"  16,000,000 ","  94,118 ","  55,000 ",  324 ,3000,"Ksh189,617.70",179083.3832,  3.4 ,,,4%,"Field and online research, property agents interviews"
Developer,Ridgeways,The Ridge,Cytonn Real Estate,"-1.21627, 36.84572",,Stalled,,,1,Apartments,54,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ridgeways,The Ridge,Cytonn Real Estate,"-1.21627, 36.84572",,Stalled,,,2,Apartments,99,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ridgeways,The Ridge,Cytonn Real Estate,"-1.21627, 36.84572",,Stalled,,,3,Apartments,117,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ridgeways,The Ridge,Cytonn Real Estate,"-1.21627, 36.84572",,Stalled,,,3,Apartments,124,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ridgeways,The Ridge,Cytonn Real Estate,"-1.21627, 36.84572",,Stalled,,,3,Apartments,137,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
