dataset,area,project_name,developer,Google Pin Location,land_size_acres,project_status,start_year,completion_year,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units,number_units_per_acre,Year Data Valid, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,occupancy,annual_uptake,"Projected Yield assuming 90% occupancy rate, 6% stamp duty",Source
Neighborhood,Syokimau,Luckystar apartments,Jeremiah and Brothers Contractors Limited,"-1.38148, 36.92217",,complete,,,3,Apartments,112,,,2019,"  8,000,000 ","  71,429 ","  30,000 ",  268 ,3000,"Ksh94,808.85",94808.84995,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Lukenya,Lukenya Housing Scheme,National Cooperative Housing Union (NACHU),"-1.39715, 37.00301",,ongoing,,,2,Apartments,,,,2019,"  1,150,000 ",,"  12,000 ",,3000,"Ksh13,628.77",12871.61817,  1.1 ,,,11%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Luxore,ADG Group,"-1.36456, 36.92287",,complete,,,2,Apartments,72,,,2019,"  4,700,000 ","  65,278 ","  20,000 ",  278 ,3000,"Ksh55,700.20",55700.19934,  2.8 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Luxore,ADG Group,"-1.36456, 36.92287",,complete,,,2,Apartments,84,,,2019,"  5,700,000 ","  67,857 ","  25,000 ",  298 ,3000,"Ksh67,551.31",67551.30559,  2.7 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Luxore,ADG Group,"-1.36456, 36.92287",,complete,,,3,Apartments,140,,,2019,"  6,000,000 ","  42,857 ","  30,000 ",  214 ,3000,"Ksh71,106.64",71106.63746,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Luxore,ADG Group,"-1.36456, 36.92287",,complete,,,3,Apartments,143,,,2019,"  9,500,000 ","  66,434 ","  35,000 ",  245 ,3000,"Ksh112,585.51",112585.5093,  3.2 ,,,4%,"Field and online research, property agents interviews"
Developer,Madaraka,Madaraka Estate,National Cooperative Housing Union (NACHU),"-1.30974, 36.81147",,complete,,,3,Apartments,97,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Makao Rosslyn,,"-1.20981, 36.78750",,complete,,,1,Apartments,59,,,2019,"  6,500,000 ","  110,169 ","  35,000 ",  593 ,3000,"Ksh77,032.19",72752.62444,  2.2 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Makao Rosslyn,,"-1.20981, 36.78750",,complete,,,2,Apartments,89,,,2019,"  10,000,000 ","  112,360 ","  45,000 ",  506 ,3000,"Ksh118,511.06",111927.1145,  2.6 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Makao Rosslyn,,"-1.20981, 36.78750",,complete,,,3,Apartments,162,,,2019,"  13,000,000 ","  80,247 ","  55,000 ",  340 ,3000,"Ksh154,064.38",145505.2489,  2.8 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Joska,Malaa Housing Project,National Cooperative Housing Union (NACHU),"-1.27813, 37.13836",,complete,,,1,Bungalows,35,,,2019,"  1,650,000 ","  47,143 ","  10,000 ",  286 ,3000,"Ksh19,554.33",18467.9739,  2.0 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Joska,Malaa Housing Project,National Cooperative Housing Union (NACHU),"-1.27813, 37.13836",,complete,,,2,Bungalows,27,,,2019,"  1,350,000 ","  50,000 ","  8,000 ",  296 ,3000,"Ksh15,998.99",15110.16046,  2.0 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Joska,Malaa Housing Project,National Cooperative Housing Union (NACHU),"-1.27813, 37.13836",,complete,,,2,Bungalows,51,,,2019,"  3,000,000 ","  58,824 ","  12,000 ",  235 ,3000,"Ksh35,553.32",33578.13436,  3.0 ,,,4%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,Maloi Apartments,,"-1.39110, 36.77152",,complete,2016,,3,Apartments,120,20,,2021,"  7,500,000 ","  62,500 ","  40,000 ",  333 ,,"Ksh88,883.30",,  2.2 ,85%,17%,5%,"Field and online research, property agents interviews"
Developer,Sigona,Maple Ridge Estate,Banda Homes,"-1.23472, 36.65421",0.8,complete,,,3,Bungalows,138,12,15,2019,,  -   ,"  35,000 ",  254 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Sigona,Maple Ridge Estate,Banda Homes,"-1.23472, 36.65421",0.8,complete,,,3,Bungalows,138,112,140,2019,,  -   ,"  35,000 ",  254 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Sigona,Maple Ridge II Estate,Banda Homes,"-1.23472, 36.65421",0.8,complete,,,3,Bungalows,138,112,140,2019,,  -   ,"  35,000 ",  254 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Marigold Apartments,,"-1.20462, 36.77126",,complete,,,2,Apartments,90,,,2019,"  9,000,000 ","  100,000 ","  45,000 ",  500 ,3000,"Ksh106,659.96",100734.4031,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Marigold Apartments,,"-1.20462, 36.77126",,complete,,,3,Apartments,105,,,2019,"  13,000,000 ","  123,810 ","  60,000 ",  571 ,3000,"Ksh154,064.38",145505.2489,  2.6 ,,,5%,"Field and online research, property agents interviews"
NMDA,Westlands,Marvel Heights,,"-1.25761, 36.79334",,complete,,,3,Apartments,223,36,,2021,"  27,000,000 ","  121,076 ","  150,000 ",  673 ,,"Ksh319,979.87",,  2.1 ,69%,,6%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Mavoko Park,Abdulahi Dahir,"-1.36463, 36.93962",,complete,,,4,Maisonette,92,,,2019,"  12,000,000 ","  130,435 ","  50,000 ",  543 ,3000,"Ksh142,213.27",142213.2749,  2.8 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Mavoko Park,Abdulahi Dahir,"-1.36463, 36.93962",,complete,,,5,Maisonette,92,,,2019,"  13,000,000 ","  141,304 ","  50,000 ",  543 ,3000,"Ksh154,064.38",154064.3812,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kibiko,Maya Gardens,Leapfrog Limited,"-1.33595, 36.62584",,complete,,,4,Townhouses,177,,,2019,"  13,250,000 ","  74,859 ","  105,000 ",  593 ,3000,"Ksh157,027.16",156138.3248,  1.5 ,,,8%,"Field and online research, property agents interviews"
Developer,Lavington,Merlin Court,AMS Properties,"-1.29458, 36.76265",,complete,,,3,Apartments,,,,2019,,,"  100,000 ",,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Pangani,Metro Fairview Towers,Edermann Group Ltd,"-1.26755, 36.83893",,complete,2007,2011,2,Apartments,43,144,,2019,,,"  30,000 ",  702 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Pangani,Metro Fairview Towers,Edermann Group Ltd,"-1.26755, 36.83893",,complete,2007,2011,3,Apartments,,48,,2019,,,"  40,000 ",,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Ruaraka ,Mi Vida,Actis,"-1.23452, 36.87693",,ongoing,,,1,Apartments,58,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ruaraka ,Mi Vida,Actis,"-1.23452, 36.87693",,ongoing,,,2,Apartments,86,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ruaraka ,Mi Vida,Actis,"-1.23452, 36.87693",,ongoing,,,2,Apartments,94,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ruaraka ,Mi Vida,Actis,"-1.23452, 36.87693",,ongoing,,,3,Apartments,123,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Ruaraka ,Mi Vida,Actis,"-1.23452, 36.87693",,ongoing,,,,Apartments,,624,,2019,,,,,,,,,,,,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Milimani Homes Project,Cherd Africa,"-1.50876, 36.93319",,complete,,,3,Bungalows,,,,2019,"  7,900,000 ",,"  30,000 ",,3000,"Ksh93,623.74",88422.42047,  3.1 ,,,4%,"Field and online research, property agents interviews"
NMDA,Westlands,Mina Heights,,"-1.26417, 36.79716",,complete,,,2,Apartments,242,,,2021,"  27,000,000 ","  111,738 ","  155,000 ",  641 ,,"Ksh319,979.87",,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Kibiko,Mirabelle Villas,,"-1.34043, 36.63095",,complete,,,4,Maisonette,372,,,2019,"  42,000,000 ","  113,022 ","  150,000 ",  404 ,3000,"Ksh497,746.46",470093.881,  3.3 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Machakos,Mloathi,National Cooperative Housing Union (NACHU),"-1.45163, 36.98359",,complete,,,2,Bungalows,20,,,2019,"  1,150,000 ","  57,500 ","  12,000 ",  600 ,3000,"Ksh13,628.77",13628.77218,  1.1 ,,,11%,"Field and online research, property agents interviews"
NMDA,Ruiru,Monarch apartments,,"-1.15054, 36.95749",,complete,2016,,2,Apartments,84,30,,2021,"  7,600,000 ","  90,476 ","  33,000 ",  393 ,,"Ksh90,068.41",,  2.7 ,83%,17%,4%,"Field and online research, property agents interviews"
NMDA,Ruiru,Monarch apartments,,"-1.15054, 36.95749",,complete,2016,,3,Apartments,110,20,,2021,"  8,500,000 ","  77,273 ","  50,000 ",  455 ,,"Ksh100,734.40",,  2.0 ,80%,17%,6%,"Field and online research, property agents interviews"
NMDA,Parklands,Mulbery Casa,,"-1.25799, 36.81195",,complete,2015,,3,Apartments,218,8,,2021,"  18,500,000 ","  84,862 ",,  -   ,,"Ksh219,245.47",,,0%,,,"Field and online research, property agents interviews"
NMDA,Parklands,Mulbery Casa,,"-1.25799, 36.81195",,complete,2015,,4,Apartments,236,4,,2021,"  33,000,000 ","  139,831 ",,  -   ,,"Ksh391,086.51",,,0%,,,"Field and online research, property agents interviews"
NMDA,Parklands,Mulbery Casa,,"-1.25799, 36.81195",,complete,2015,,4,Apartments,236,12,,2021,"  24,000,000 ","  101,695 ",,  -   ,,"Ksh284,426.55",,,0%,,,"Field and online research, property agents interviews"
NMDA,Parklands,Muthaiga Valley,,"-1.25707, 36.83278",,complete,2015,,3,Apartments,175,50,,2021,"  18,000,000 ","  102,857 ",,  -   ,,"Ksh213,319.91",,,0%,,,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Muthama Heights,Kings Developers Limited,"-1.38376, 36.92496",,complete,,,3,Maisonette,,,,2019,"  12,500,000 ",,"  40,000 ",,3000,"Ksh148,138.83",148138.828,  3.7 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Machakos,Mutindwa,National Cooperative Housing Union (NACHU),"-1.43678, 36.97022",,complete,,,2,Bungalows,20,,,2019,"  1,150,000 ","  57,500 ","  12,000 ",  600 ,3000,"Ksh13,628.77",13628.77218,  1.1 ,,,11%,"Field and online research, property agents interviews"
Neighborhood,Matasia,Namanisho Park,,"-1.38289, 36.68404",,complete,,,4,Maisonette,153,,,2019,"  12,000,000 ","  78,431 ","  45,000 ",  294 ,3000,"Ksh142,213.27",134312.5374,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,2,Apartments,103,,,2019,"  8,500,000 ","  82,919 ","  70,000 ",  683 ,3000,"Ksh100,734.40",95138.04734,  1.4 ,,,8%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,2,Apartments,107,,,2019,"  9,000,000 ","  84,112 ","  75,000 ",  701 ,3000,"Ksh106,659.96",100734.4031,  1.4 ,,,8%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,3,Apartments,127,,,2019,"  12,000,000 ","  94,488 ","  80,000 ",  630 ,3000,"Ksh142,213.27",134312.5374,  1.8 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,3,Apartments,133,,,2019,"  12,500,000 ","  94,212 ","  85,000 ",  641 ,3000,"Ksh148,138.83",139908.8931,  1.7 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,3,Apartments,133,,,2019,"  12,500,000 ","  93,985 ","  85,000 ",  639 ,3000,"Ksh148,138.83",139908.8931,  1.7 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,3,Apartments,137,,,2019,"  13,000,000 ","  94,891 ","  85,000 ",  620 ,3000,"Ksh154,064.38",145505.2489,  1.8 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,3,Apartments,144,,,2019,"  13,500,000 ","  94,077 ","  90,000 ",  627 ,3000,"Ksh159,989.93",151101.6046,  1.8 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",,complete,,,3,Apartments,148,,,2019,"  14,000,000 ","  94,915 ","  95,000 ",  644 ,3000,"Ksh165,915.49",156697.9603,  1.7 ,,,7%,"Field and online research, property agents interviews"
NMDA,South C,Nextgen Apartments,,"-1.32518, 36.84380",,complete,2010,2013,1,Apartments,69,,,2021,"  12,000,000 ","  173,913 ","  70,000 ","  1,014 ",,"Ksh142,213.27",,  2.0 ,,,6%,"Field and online research, property agents interviews"
NMDA,South C,Nextgen Apartments,,"-1.32518, 36.84380",,complete,2010,2013,2,Apartments,130,,,2021,"  17,500,000 ","  134,615 ","  90,000 ",  692 ,,"Ksh207,394.36",,  2.3 ,,,5%,"Field and online research, property agents interviews"
NMDA,South C,Nextgen Apartments,,"-1.32518, 36.84380",,complete,2010,2013,3,Apartments,189,,,2021,"  20,000,000 ","  105,820 ",,  -   ,,"Ksh237,022.12",,,,,,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Ngasemo Housing Scheme,National Cooperative Housing Union (NACHU),"-1.60261, 36.89877",,complete,,,1,Bungalows,32,,,2019,"  1,350,000 ","  42,188 ","  12,000 ",  375 ,3000,"Ksh15,998.99",15110.16046,  1.3 ,,,9%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Ngasemo Housing Scheme,National Cooperative Housing Union (NACHU),"-1.60261, 36.89877",,complete,,,2,Bungalows,23,,,2019,"  1,150,000 ","  50,000 ","  10,000 ",  435 ,3000,"Ksh13,628.77",12871.61817,  1.4 ,,,9%,"Field and online research, property agents interviews"
NMDA,Ngong,Ngong Apartments,,"-1.29081, 36.76898",,complete,2016,2016,2,Apartments,90,,,2021,"  6,500,000 ","  72,222 ","  20,000 ",  222 ,,"Ksh77,032.19",,  3.9 ,,,3%,"Field and online research, property agents interviews"
NMDA,Ngong,Ngong Apartments,,"-1.29081, 36.76898",,complete,2016,2016,3,Apartments,129,,,2021,"  8,300,000 ","  64,341 ","  50,000 ",  388 ,,"Ksh98,364.18",,  2.0 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Athi River,NHC Rental,National Housing Corporation,"-1.44496, 37.00869",,complete,,,1,Apartments,35,,,2019,,  -   ,"  9,000 ",  257 ,3000,,0,  -   ,,,,"Field and online research, property agents interviews"
Neighborhood,Athi River,NHC Rental,National Housing Corporation,"-1.44496, 37.00869",,complete,,,1,Apartments,45,,,2019,,  -   ,"  11,500 ",  256 ,3000,,0,  -   ,,,,"Field and online research, property agents interviews"
Neighborhood,Athi River,NHC Rental,National Housing Corporation,"-1.44496, 37.00869",,complete,,,2,Apartments,55,,,2019,,  -   ,"  16,500 ",  300 ,3000,,0,  -   ,,,,"Field and online research, property agents interviews"
NMDA,Dagoretti,Nine sisters apartments,,"-1.29622, 36.68356",,complete,2015,2017,1,Apartments,60,20,,2021,"  6,500,000 ","  108,333 ","  32,000 ",  533 ,,"Ksh77,032.19",,  2.4 ,100%,17%,5%,"Field and online research, property agents interviews"
NMDA,Dagoretti,Nine sisters apartments,,"-1.29622, 36.68356",,complete,2015,2017,2,Apartments,112,70,,2021,"  7,500,000 ","  66,964 ","  45,000 ",  402 ,,"Ksh88,883.30",,  2.0 ,100%,16%,6%,"Field and online research, property agents interviews"
NMDA,Lang'ata,Nula apartments,,"-1.32216, 36.79439",,complete,,,2,Apartments,105,105,,2021,"  10,000,000 ","  95,238 ","  50,000 ",  476 ,,"Ksh118,511.06",,  2.4 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,Lang'ata,Nula apartments,,"-1.32216, 36.79439",,complete,,,3,Apartments,145,,,2021,"  13,500,000 ","  93,103 ","  65,000 ",  448 ,,"Ksh159,989.93",,  2.5 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Olive Court,Realto Group Limited,"-1.49388, 36.94652",,complete,,,3,Bungalows,132,,,2019,"  8,500,000 ","  64,639 ","  35,000 ",  266 ,3000,"Ksh100,734.40",95138.04734,  2.9 ,,,4%,"Field and online research, property agents interviews"
Developer,Kileleshwa,Olive point Villas,AMS Properties,"-1.26921, 36.79075",,complete,,,5,Apartments,,11,,2019,,,"  350,000 ",,,,,  -   ,,,,"Field and online research, property agents interviews"
NMDA,Thindigua,OliveTree Apartments,,"-1.20333, 36.83768",,complete,2013,2016,2,Apartments,87,24,,2021,"  7,000,000 ","  80,460 ","  35,000 ",  402 ,,"Ksh82,957.74",,  2.4 ,100%,12%,5%,"Field and online research, property agents interviews"
NMDA,Thindigua,OliveTree Apartments,,"-1.20333, 36.83768",,complete,2013,2016,3,Apartments,120,24,,2021,"  8,500,000 ","  70,833 ","  40,000 ",  333 ,,"Ksh100,734.40",,  2.5 ,100%,13%,5%,"Field and online research, property agents interviews"
Neighborhood,Ngong,Oloolua Villas,Locus Development Partners,"-1.36590, 36.68275",,complete,,,3,Maisonette,120,,,2019,"  7,500,000 ","  62,500 ","  35,000 ",  292 ,3000,"Ksh88,883.30",83945.33589,  2.5 ,,,5%,"Field and online research, property agents interviews"
Developer,Westlands,One General Mathenge,AMS Properties,"-1.24971, 36.79165",,complete,,,3,Apartments,397,10,,2019,,  -   ,"  180,000 ",  453 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Westlands,One General Mathenge,AMS Properties,"-1.24971, 36.79165",,complete,,,4,Apartments,,18,,2019,,,"  200,000 ",#DIV/0!,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Westlands,One General Mathenge,AMS Properties,"-1.24971, 36.79165",,complete,,,4,Apartments,,3,,2019,,,"  200,000 ",#DIV/0!,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Westlands,One General Mathenge,AMS Properties,"-1.24971, 36.79165",,complete,,,5,Apartments,,5,,2019,,,"  350,000 ",#DIV/0!,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Westlands,One General Mathenge,AMS Properties,"-1.24971, 36.79165",,complete,,,5,Apartments,567,5,,2021,"  105,000,000 ","  185,282 ","  250,000 ",  441 ,,,,  -   ,,,2%,"Field and online research, property agents interviews"
Developer,Westlands,One General Mathenge,AMS Properties,"-1.24971, 36.79165",,complete,,,5,Apartments,827,2,,2021,"  160,000,000 ","  193,510 ","  350,000 ",  423 ,,,,  -   ,,,2%,"Field and online research, property agents interviews"
NMDA,Westlands,One West Park,,"-1.26255, 36.80697",,complete,,,2,Apartments,190,45,,2021,"  27,000,000 ","  142,105 ","  124,000 ",  653 ,,"Ksh319,979.87",,  2.6 ,67%,,5%,"Field and online research, property agents interviews"
NMDA,Westlands,One West Park,,"-1.26255, 36.80697",,complete,,,3,Apartments,209,23,,2021,"  34,000,000 ","  162,679 ","  140,000 ",  670 ,,"Ksh402,937.61",,  2.9 ,87%,,4%,"Field and online research, property agents interviews"
NMDA,Donholm,Oyster,,"-1.29444, 36.89900",,complete,2015,2017,2,Apartments,80,24,,2021,"  8,500,000 ","  106,250 ","  40,000 ",  500 ,,"Ksh100,734.40",,  2.5 ,88%,16%,5%,"Field and online research, property agents interviews"
NMDA,Donholm,Oyster,,"-1.29444, 36.89900",,complete,2015,2017,3,Apartments,96,16,,2021,"  7,250,000 ","  75,521 ","  57,000 ",  594 ,,"Ksh85,920.52",,  1.5 ,75%,14%,8%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Oysterville,,"-1.28096, 36.78334",,complete,2017,2017,2,Apartments,85,48,,2021,"  20,000,000 ","  235,294 ","  110,000 ","  1,294 ",,"Ksh237,022.12",,  2.2 ,0%,,6%,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Palace Apartments,,"-1.20351, 36.77668",,complete,,,2,Apartments,97,,,2019,"  7,000,000 ","  72,165 ","  40,000 ",  412 ,3000,"Ksh82,957.74",78348.98016,  2.1 ,,,6%,"Field and online research, property agents interviews"
NMDA,Syokimau,Palm Mews,Thirties Investment Ltd,"-1.37911, 36.94154",,complete,2016,,2,Apartments,86,20,,2021,"  6,000,000 ","  69,767 ","  30,000 ",  349 ,,"Ksh71,106.64",,  2.4 ,100%,16%,5%,"Field and online research, property agents interviews"
Neighborhood,Kibiko,Pamora Villas,,"-1.33634, 36.62829",,complete,,,4,Maisonette,170,,,2019,"  11,500,000 ","  67,647 ","  50,000 ",  294 ,3000,"Ksh136,287.72",128716.1817,  2.7 ,,,4%,"Field and online research, property agents interviews"
NMDA,Parklands,Parklands view apartments,,"-1.26079, 36.81227",,complete,2012,2014,3,Apartments,153,64,,2021,"  14,000,000 ","  91,503 ",,  -   ,,"Ksh165,915.49",,,0%,,,"Field and online research, property agents interviews"
