Country,Measure,Large subnational region,Variable,Year,Value
Egypt,Square kilometers,South Sinai,Built-up since 1990,2014,14.0364
Egypt,Square kilometers,South Sinai,Built-up since 2000,2014,7.3053
Egypt,Square kilometers,South Sinai,Built-up since 1975,1990,3.9492
Egypt,Percent of total land area,South Sinai,Area built-up before,1975,0.024754597
Egypt,Percent of total land area,South Sinai,Area built-up before,1990,0.038194733
Egypt,Percent of total land area,South Sinai,Area built-up before,2000,0.061102383
Egypt,Percent of total land area,South Sinai,Area built-up before,2014,0.085964183
Egypt,Percent of total land area,South Sinai,Built-up since 2000,2014,0.0248618
Egypt,Percent of total land area,South Sinai,Built-up since 1975,1990,0.013440135
Egypt,Square kilometers,Matrouh,Area built-up before,1975,32.7456
Egypt,Square kilometers,Matrouh,Area built-up before,1990,45.162
Egypt,Square kilometers,Matrouh,Area built-up before,2000,55.0305
Egypt,Square kilometers,Matrouh,Area built-up before,2014,59.247
Egypt,Square kilometers,Matrouh,Built-up since 1990,2000,9.8685
Egypt,Square kilometers,Matrouh,Built-up since 1990,2014,14.085
Egypt,Square kilometers,Matrouh,Built-up since 1975,1990,12.4164
Egypt,Percent of total land area,Matrouh,Area built-up before,1975,0.020585168
Egypt,Percent of total land area,Matrouh,Area built-up before,1990,0.028390603
Egypt,Percent of total land area,Matrouh,Area built-up before,2000,0.034594329
Egypt,Percent of total land area,Matrouh,Area built-up before,2014,0.037244986
Egypt,Percent of total land area,Matrouh,Built-up since 1990,2000,0.006203726
Egypt,Percent of total land area,Matrouh,Built-up since 1990,2014,0.008854383
Egypt,Percent of total land area,Matrouh,Built-up since 2000,2014,0.002650657
Egypt,Percent of total land area,Matrouh,Built-up since 1975,1990,0.007805436
Egypt,Square kilometers,Assiut,Area built-up before,1975,79.8309
Egypt,Square kilometers,Assiut,Area built-up before,1990,88.6806
Egypt,Square kilometers,Assiut,Area built-up before,2000,105.057
Egypt,Square kilometers,Assiut,Area built-up before,2014,113.2119
Egypt,Square kilometers,Assiut,Built-up since 1990,2000,16.3764
Egypt,Square kilometers,Assiut,Built-up since 1990,2014,24.5313
Egypt,Square kilometers,Assiut,Built-up since 2000,2014,8.1549
Egypt,Square kilometers,Assiut,Built-up since 1975,1990,8.8497
Egypt,Percent of total land area,Assiut,Area built-up before,1975,0.483363887
Egypt,Percent of total land area,Assiut,Area built-up before,1990,0.536947467
Egypt,Percent of total land area,Assiut,Area built-up before,2000,0.636104063
Egypt,Percent of total land area,Assiut,Area built-up before,2014,0.685480735
Egypt,Percent of total land area,Assiut,Built-up since 1990,2000,0.099156597
Egypt,Percent of total land area,Assiut,Built-up since 1990,2014,0.148533269
Egypt,Percent of total land area,Assiut,Built-up since 2000,2014,0.049376672
Egypt,Square kilometers,Menia,Area built-up before,1975,166.2291
Egypt,Square kilometers,Menia,Area built-up before,1990,176.9751
Egypt,Square kilometers,Menia,Area built-up before,2000,209.0133
Egypt,Square kilometers,Menia,Area built-up before,2014,237.2931
Egypt,Square kilometers,Menia,Built-up since 2000,2014,28.2798
Egypt,Square kilometers,Menia,Built-up since 1975,1990,10.746
Egypt,Percent of total land area,Menia,Area built-up before,1975,0.528607933
Egypt,Percent of total land area,Menia,Area built-up before,1990,0.562780173
Egypt,Percent of total land area,Menia,Area built-up before,2000,0.664661533
Egypt,Percent of total land area,Menia,Area built-up before,2014,0.754591194
Egypt,Percent of total land area,Menia,Built-up since 1990,2000,0.101881359
Egypt,Percent of total land area,Menia,Built-up since 1990,2014,0.19181102
Egypt,Percent of total land area,Menia,Built-up since 2000,2014,0.089929661
Egypt,Square kilometers,Fayoum,Area built-up before,1975,87.9444
Egypt,Square kilometers,Fayoum,Area built-up before,1990,94.6674
Egypt,Square kilometers,Fayoum,Area built-up before,2000,114.7842
Egypt,Square kilometers,Fayoum,Area built-up before,2014,136.0197
Egypt,Square kilometers,Fayoum,Built-up since 1990,2000,20.1168
Egypt,Square kilometers,Fayoum,Built-up since 1990,2014,41.3523
Egypt,Square kilometers,Fayoum,Built-up since 1975,1990,6.723
Egypt,Percent of total land area,Fayoum,Area built-up before,1975,1.582692167
Egypt,Percent of total land area,Fayoum,Area built-up before,1990,1.703682696
Egypt,Percent of total land area,Fayoum,Area built-up before,2000,2.065714864
Egypt,Percent of total land area,Fayoum,Area built-up before,2014,2.447879726
Egypt,Percent of total land area,Fayoum,Built-up since 1990,2000,0.362032168
Egypt,Percent of total land area,Fayoum,Built-up since 1990,2014,0.74419703
Egypt,Percent of total land area,Fayoum,Built-up since 2000,2014,0.382164862
Egypt,Square kilometers,New Valley,Area built-up before,1975,8.7831
Egypt,Square kilometers,New Valley,Area built-up before,1990,13.0662
Egypt,Square kilometers,New Valley,Area built-up before,2000,16.5132
Egypt,Square kilometers,New Valley,Area built-up before,2014,18.8748
Egypt,Square kilometers,New Valley,Built-up since 1990,2000,3.447
Egypt,Square kilometers,New Valley,Built-up since 1990,2014,5.8086
Egypt,Square kilometers,New Valley,Built-up since 2000,2014,2.3616
Egypt,Square kilometers,New Valley,Built-up since 1975,1990,4.2831
Egypt,Percent of total land area,New Valley,Area built-up before,1975,0.002047593
Egypt,Percent of total land area,New Valley,Area built-up before,1990,0.003046107
Egypt,Percent of total land area,New Valley,Area built-up before,2000,0.003849702
Egypt,Percent of total land area,New Valley,Area built-up before,2014,0.004400259
Egypt,Percent of total land area,New Valley,Built-up since 1990,2000,0.000803595
Egypt,Percent of total land area,New Valley,Built-up since 1990,2014,0.001354152
Egypt,Percent of total land area,New Valley,Built-up since 1975,1990,0.000998514
Egypt,Square kilometers,Cairo,Area built-up before,1975,194.9013
Egypt,Square kilometers,Cairo,Area built-up before,1990,255.5217
Egypt,Square kilometers,Cairo,Area built-up before,2000,323.4285
Egypt,Square kilometers,Cairo,Area built-up before,2014,375.6789
Egypt,Square kilometers,Cairo,Built-up since 1990,2000,67.9068
Egypt,Square kilometers,Cairo,Built-up since 1990,2014,120.1572
Egypt,Square kilometers,Cairo,Built-up since 2000,2014,52.2504
Egypt,Square kilometers,Cairo,Built-up since 1975,1990,60.6204
Egypt,Percent of total land area,Cairo,Area built-up before,1975,6.703216666
Egypt,Percent of total land area,Cairo,Area built-up before,1990,8.788126698
Egypt,Percent of total land area,Cairo,Area built-up before,2000,11.123637
Egypt,Percent of total land area,Cairo,Area built-up before,2014,12.92067864
Egypt,Percent of total land area,Cairo,Built-up since 1990,2000,2.335510299
Egypt,Percent of total land area,Cairo,Built-up since 1990,2014,4.132551941
Egypt,Percent of total land area,Cairo,Built-up since 2000,2014,1.797041642
Egypt,Square kilometers,Damietta,Area built-up before,1975,51.4251
Egypt,Square kilometers,Damietta,Area built-up before,1990,61.2144
Egypt,Square kilometers,Damietta,Area built-up before,2000,75.5217
Egypt,Square kilometers,Damietta,Area built-up before,2014,91.9962
Egypt,Square kilometers,Damietta,Built-up since 1990,2000,14.3073
Egypt,Square kilometers,Damietta,Built-up since 1990,2014,30.7818
Egypt,Percent of total land area,Damietta,Area built-up before,1975,6.265179401
Egypt,Percent of total land area,Damietta,Area built-up before,1990,7.45782114
Egypt,Percent of total land area,Damietta,Area built-up before,2000,9.200896044
Egypt,Percent of total land area,Damietta,Area built-up before,2014,11.20800343
Egypt,Percent of total land area,Damietta,Built-up since 1990,2000,1.743074904
Egypt,Percent of total land area,Damietta,Built-up since 1990,2014,3.75018229
Egypt,Percent of total land area,Damietta,Built-up since 2000,2014,2.007107386
Egypt,Percent of total land area,Damietta,Built-up since 1975,1990,1.192641739
Egypt,Square kilometers,Gharbia,Area built-up before,1975,152.2422
Egypt,Square kilometers,Gharbia,Area built-up before,1990,172.431
Egypt,Square kilometers,Gharbia,Area built-up before,2000,203.5638
Egypt,Square kilometers,Gharbia,Area built-up before,2014,223.3575
Egypt,Square kilometers,Gharbia,Built-up since 1990,2000,31.1328
Egypt,Square kilometers,Gharbia,Built-up since 1990,2014,50.9265
Egypt,Square kilometers,Gharbia,Built-up since 1975,1990,20.1888
Egypt,Percent of total land area,Gharbia,Area built-up before,1975,7.620838527
Egypt,Percent of total land area,Gharbia,Area built-up before,1990,8.631436015
Egypt,Percent of total land area,Gharbia,Area built-up before,2000,10.18986096
Egypt,Percent of total land area,Gharbia,Area built-up before,2014,11.18068079
Egypt,Percent of total land area,Gharbia,Built-up since 1990,2000,1.558424942
Egypt,Percent of total land area,Gharbia,Built-up since 1990,2014,2.549244778
Egypt,Percent of total land area,Gharbia,Built-up since 2000,2014,0.990819835
Egypt,Percent of total land area,Gharbia,Built-up since 1975,1990,1.010597488
Egypt,Square kilometers,Ismailia,Area built-up before,1975,54.9414
Egypt,Square kilometers,Ismailia,Area built-up before,1990,56.088
Egypt,Square kilometers,Ismailia,Area built-up before,2000,73.5903
Egypt,Square kilometers,Ismailia,Area built-up before,2014,82.8945
Egypt,Square kilometers,Ismailia,Built-up since 1990,2000,17.5023
Egypt,Square kilometers,Ismailia,Built-up since 1990,2014,26.8065
Egypt,Square kilometers,Ismailia,Built-up since 2000,2014,9.3042
Egypt,Square kilometers,Ismailia,Built-up since 1975,1990,1.1466
Egypt,Percent of total land area,Ismailia,Area built-up before,1975,0.996939416
Egypt,Percent of total land area,Ismailia,Area built-up before,1990,1.017745051
Egypt,Percent of total land area,Ismailia,Area built-up before,2000,1.335333113
Egypt,Percent of total land area,Ismailia,Area built-up before,2014,1.504162515
Egypt,Percent of total land area,Ismailia,Built-up since 2000,2014,0.168829402
Egypt,Percent of total land area,Ismailia,Built-up since 1975,1990,0.020805635
Egypt,Square kilometers,Kalyoubia,Built-up since 1990,2000,27.8388
Egypt,Square kilometers,Kalyoubia,Built-up since 1990,2014,53.1666
Egypt,Square kilometers,Kalyoubia,Built-up since 2000,2014,25.3278
Egypt,Percent of total land area,Kalyoubia,Area built-up before,1975,10.73389275
Egypt,Percent of total land area,Kalyoubia,Area built-up before,1990,11.8894909
Egypt,Percent of total land area,Kalyoubia,Area built-up before,2000,14.30714134
Egypt,Percent of total land area,Kalyoubia,Area built-up before,2014,16.5067249
Egypt,Percent of total land area,Kalyoubia,Built-up since 1990,2000,2.417650443
Egypt,Percent of total land area,Kalyoubia,Built-up since 1990,2014,4.617234005
Egypt,Percent of total land area,Kalyoubia,Built-up since 2000,2014,2.199583563
Egypt,Square kilometers,Menoufia,Area built-up before,1975,109.5678
Egypt,Square kilometers,Menoufia,Area built-up before,1990,115.8255
Egypt,Square kilometers,Menoufia,Area built-up before,2000,137.3382
Egypt,Square kilometers,Menoufia,Area built-up before,2014,147.1473
Egypt,Square kilometers,Menoufia,Built-up since 1990,2000,21.5127
Egypt,Square kilometers,Menoufia,Built-up since 1990,2014,31.3218
Egypt,Square kilometers,Menoufia,Built-up since 2000,2014,9.8091
Egypt,Square kilometers,Menoufia,Built-up since 1975,1990,6.2577
Egypt,Percent of total land area,Menoufia,Area built-up before,1975,5.032767849
Egypt,Percent of total land area,Menoufia,Area built-up before,1990,5.320202217
Egypt,Percent of total land area,Menoufia,Area built-up before,2000,6.30834312
Egypt,Percent of total land area,Menoufia,Area built-up before,2014,6.758903624
Egypt,Percent of total land area,Menoufia,Built-up since 1990,2000,0.988140904
Egypt,Percent of total land area,Menoufia,Built-up since 1990,2014,1.438701407
Egypt,Percent of total land area,Menoufia,Built-up since 2000,2014,0.450560503
Egypt,Percent of total land area,Menoufia,Built-up since 1975,1990,0.287434368
Equatorial Guinea,Square kilometers,Centro Sur,Area built-up before,1975,1.152
Equatorial Guinea,Square kilometers,Centro Sur,Area built-up before,1990,2.4849
Equatorial Guinea,Square kilometers,Centro Sur,Area built-up before,2000,2.8332
Equatorial Guinea,Square kilometers,Centro Sur,Area built-up before,2014,2.9871
Equatorial Guinea,Square kilometers,Centro Sur,Built-up since 1990,2000,0.3483
Equatorial Guinea,Square kilometers,Centro Sur,Built-up since 1990,2014,0.5022
Equatorial Guinea,Square kilometers,Centro Sur,Built-up since 2000,2014,0.1539
Equatorial Guinea,Percent of total land area,Centro Sur,Area built-up before,1975,0.013624136
Equatorial Guinea,Percent of total land area,Centro Sur,Area built-up before,1990,0.029387688
Equatorial Guinea,Percent of total land area,Centro Sur,Area built-up before,2000,0.03350686
Equatorial Guinea,Percent of total land area,Centro Sur,Area built-up before,2014,0.03532696
Equatorial Guinea,Percent of total land area,Centro Sur,Built-up since 1990,2000,0.004119172
Equatorial Guinea,Percent of total land area,Centro Sur,Built-up since 1990,2014,0.005939272
Equatorial Guinea,Percent of total land area,Centro Sur,Built-up since 2000,2014,0.001820099
Equatorial Guinea,Percent of total land area,Centro Sur,Built-up since 1975,1990,0.015763551
Equatorial Guinea,Square kilometers,Welenzas,Area built-up before,1975,0.1899
Equatorial Guinea,Square kilometers,Welenzas,Area built-up before,1990,1.3041
Equatorial Guinea,Square kilometers,Welenzas,Area built-up before,2000,1.6578
Equatorial Guinea,Square kilometers,Welenzas,Area built-up before,2014,2.0439
Equatorial Guinea,Square kilometers,Welenzas,Built-up since 2000,2014,0.3861
Equatorial Guinea,Square kilometers,Welenzas,Built-up since 1975,1990,1.1142
Equatorial Guinea,Percent of total land area,Welenzas,Area built-up before,1975,0.003093511
Equatorial Guinea,Percent of total land area,Welenzas,Area built-up before,1990,0.021244064
Equatorial Guinea,Percent of total land area,Welenzas,Area built-up before,2000,0.027005911
Equatorial Guinea,Percent of total land area,Welenzas,Area built-up before,2014,0.033295561
Equatorial Guinea,Percent of total land area,Welenzas,Built-up since 1990,2000,0.005761847
Equatorial Guinea,Percent of total land area,Welenzas,Built-up since 1990,2014,0.012051498
Equatorial Guinea,Percent of total land area,Welenzas,Built-up since 2000,2014,0.00628965
Equatorial Guinea,Square kilometers,Kientem,Area built-up before,1975,0.0792
Equatorial Guinea,Square kilometers,Kientem,Area built-up before,1990,0.711
Equatorial Guinea,Square kilometers,Kientem,Area built-up before,2000,0.9063
Equatorial Guinea,Square kilometers,Kientem,Area built-up before,2014,1.0737
Equatorial Guinea,Square kilometers,Kientem,Built-up since 1990,2000,0.1953
Equatorial Guinea,Square kilometers,Kientem,Built-up since 1990,2014,0.3627
Equatorial Guinea,Square kilometers,Kientem,Built-up since 1975,1990,0.6318
Equatorial Guinea,Percent of total land area,Kientem,Area built-up before,1975,0.002418838
Equatorial Guinea,Percent of total land area,Kientem,Area built-up before,1990,0.021714566
Equatorial Guinea,Percent of total land area,Kientem,Area built-up before,2000,0.027679199
Equatorial Guinea,Percent of total land area,Kientem,Area built-up before,2014,0.032791743
Equatorial Guinea,Percent of total land area,Kientem,Built-up since 1990,2000,0.005964634
Equatorial Guinea,Percent of total land area,Kientem,Built-up since 1990,2014,0.011077177
Equatorial Guinea,Percent of total land area,Kientem,Built-up since 2000,2014,0.005112543
Equatorial Guinea,Square kilometers,Annobon,Area built-up before,1975,0.0
Equatorial Guinea,Square kilometers,Annobon,Area built-up before,1990,0.0
Equatorial Guinea,Square kilometers,Annobon,Area built-up before,2000,0.0
Equatorial Guinea,Square kilometers,Annobon,Area built-up before,2014,0.0
Equatorial Guinea,Square kilometers,Annobon,Built-up since 1990,2000,0.0
Equatorial Guinea,Square kilometers,Annobon,Built-up since 1990,2014,0.0
Equatorial Guinea,Square kilometers,Annobon,Built-up since 2000,2014,0.0
Equatorial Guinea,Square kilometers,Annobon,Built-up since 1975,1990,0.0
Equatorial Guinea,Percent of total land area,Annobon,Area built-up before,1975,0.0
Equatorial Guinea,Percent of total land area,Annobon,Area built-up before,1990,0.0
Equatorial Guinea,Percent of total land area,Annobon,Area built-up before,2000,0.0
Equatorial Guinea,Percent of total land area,Annobon,Area built-up before,2014,0.0
Equatorial Guinea,Percent of total land area,Annobon,Built-up since 1990,2000,0.0
Equatorial Guinea,Percent of total land area,Annobon,Built-up since 1990,2014,0.0
Equatorial Guinea,Percent of total land area,Annobon,Built-up since 1975,1990,0.0
Equatorial Guinea,Square kilometers,Litoral,Area built-up before,1975,13.9464
Equatorial Guinea,Square kilometers,Litoral,Area built-up before,1990,16.0056
Equatorial Guinea,Square kilometers,Litoral,Area built-up before,2000,19.3203
Equatorial Guinea,Square kilometers,Litoral,Area built-up before,2014,21.4227
Equatorial Guinea,Square kilometers,Litoral,Built-up since 1990,2000,3.3147
Equatorial Guinea,Square kilometers,Litoral,Built-up since 1990,2014,5.4171
Equatorial Guinea,Square kilometers,Litoral,Built-up since 1975,1990,2.0592
Equatorial Guinea,Percent of total land area,Litoral,Area built-up before,1975,0.192876466
Equatorial Guinea,Percent of total land area,Litoral,Area built-up before,1990,0.22135487
Equatorial Guinea,Percent of total land area,Litoral,Area built-up before,2000,0.267196637
Equatorial Guinea,Percent of total land area,Litoral,Area built-up before,2014,0.296272491
Equatorial Guinea,Percent of total land area,Litoral,Built-up since 1990,2000,0.045841767
Equatorial Guinea,Percent of total land area,Litoral,Built-up since 1990,2014,0.07491762
Equatorial Guinea,Percent of total land area,Litoral,Built-up since 2000,2014,0.029075853
Equatorial Guinea,Percent of total land area,Litoral,Built-up since 1975,1990,0.028478404
Equatorial Guinea,Square kilometers,Bioko Sur,Area built-up before,1975,0.1332
Equatorial Guinea,Square kilometers,Bioko Sur,Area built-up before,1990,0.1368
Equatorial Guinea,Square kilometers,Bioko Sur,Area built-up before,2000,0.1503
Equatorial Guinea,Square kilometers,Bioko Sur,Area built-up before,2014,0.1557
Equatorial Guinea,Square kilometers,Bioko Sur,Built-up since 1990,2000,0.0135
Equatorial Guinea,Square kilometers,Bioko Sur,Built-up since 1990,2014,0.0189
Equatorial Guinea,Square kilometers,Bioko Sur,Built-up since 2000,2014,0.0054
Equatorial Guinea,Square kilometers,Bioko Sur,Built-up since 1975,1990,0.0036
Equatorial Guinea,Percent of total land area,Bioko Sur,Area built-up before,1975,0.010010396
Equatorial Guinea,Percent of total land area,Bioko Sur,Area built-up before,1990,0.010280947
Equatorial Guinea,Percent of total land area,Bioko Sur,Area built-up before,2000,0.011295514
Equatorial Guinea,Percent of total land area,Bioko Sur,Area built-up before,2014,0.011701341
Equatorial Guinea,Percent of total land area,Bioko Sur,Built-up since 1990,2000,0.001014567
Equatorial Guinea,Percent of total land area,Bioko Sur,Built-up since 1990,2014,0.001420394
Equatorial Guinea,Percent of total land area,Bioko Sur,Built-up since 2000,2014,0.000405827
Equatorial Guinea,Percent of total land area,Bioko Sur,Built-up since 1975,1990,0.000270551
Equatorial Guinea,Square kilometers,Bioko Norte,Area built-up before,1975,4.7376
Equatorial Guinea,Square kilometers,Bioko Norte,Area built-up before,1990,5.6214
Equatorial Guinea,Square kilometers,Bioko Norte,Area built-up before,2000,6.5295
Equatorial Guinea,Square kilometers,Bioko Norte,Area built-up before,2014,7.7004
Equatorial Guinea,Square kilometers,Bioko Norte,Built-up since 1990,2000,0.9081
Equatorial Guinea,Square kilometers,Bioko Norte,Built-up since 1990,2014,2.079
Equatorial Guinea,Square kilometers,Bioko Norte,Built-up since 2000,2014,1.1709
Equatorial Guinea,Square kilometers,Bioko Norte,Built-up since 1975,1990,0.8838
Equatorial Guinea,Percent of total land area,Bioko Norte,Area built-up before,1975,0.769493894
Equatorial Guinea,Percent of total land area,Bioko Norte,Area built-up before,1990,0.913043097
Equatorial Guinea,Percent of total land area,Bioko Norte,Area built-up before,2000,1.060539172
Equatorial Guinea,Percent of total land area,Bioko Norte,Area built-up before,2014,1.250719939
Equatorial Guinea,Percent of total land area,Bioko Norte,Built-up since 1990,2000,0.147496075
Equatorial Guinea,Percent of total land area,Bioko Norte,Built-up since 1990,2014,0.337676842
Equatorial Guinea,Percent of total land area,Bioko Norte,Built-up since 2000,2014,0.190180767
Eritrea,Square kilometers,Gash Barka,Area built-up before,1975,0.0666
Eritrea,Square kilometers,Gash Barka,Area built-up before,1990,0.1584
Eritrea,Square kilometers,Gash Barka,Area built-up before,2000,0.4095
Eritrea,Square kilometers,Gash Barka,Area built-up before,2014,0.864
Eritrea,Square kilometers,Gash Barka,Built-up since 1990,2000,0.2511
Eritrea,Square kilometers,Gash Barka,Built-up since 1990,2014,0.7056
Eritrea,Square kilometers,Gash Barka,Built-up since 1975,1990,0.0918
Eritrea,Percent of total land area,Gash Barka,Area built-up before,1975,0.000198886
Eritrea,Percent of total land area,Gash Barka,Area built-up before,1990,0.000473026
Eritrea,Percent of total land area,Gash Barka,Area built-up before,2000,0.00122288
Eritrea,Percent of total land area,Gash Barka,Area built-up before,2014,0.002580142
Eritrea,Percent of total land area,Gash Barka,Built-up since 1990,2000,0.000749854
Eritrea,Percent of total land area,Gash Barka,Built-up since 1990,2014,0.002107116
Eritrea,Percent of total land area,Gash Barka,Built-up since 2000,2014,0.001357262
Eritrea,Square kilometers,Anseba,Area built-up before,1975,0.1215
Eritrea,Square kilometers,Anseba,Area built-up before,1990,0.2025
Eritrea,Square kilometers,Anseba,Area built-up before,2000,0.4923
Eritrea,Square kilometers,Anseba,Area built-up before,2014,0.9459
Eritrea,Square kilometers,Anseba,Built-up since 1990,2000,0.2898
Eritrea,Square kilometers,Anseba,Built-up since 1990,2014,0.7434
Eritrea,Square kilometers,Anseba,Built-up since 1975,1990,0.081
Eritrea,Percent of total land area,Anseba,Area built-up before,1975,0.000575522
Eritrea,Percent of total land area,Anseba,Area built-up before,1990,0.000959204
Eritrea,Percent of total land area,Anseba,Area built-up before,2000,0.002331931
Eritrea,Percent of total land area,Anseba,Area built-up before,2014,0.004480548
Eritrea,Percent of total land area,Anseba,Built-up since 1990,2000,0.001372727
Eritrea,Percent of total land area,Anseba,Built-up since 1990,2014,0.003521344
Eritrea,Percent of total land area,Anseba,Built-up since 2000,2014,0.002148617
Eritrea,Square kilometers,Maekel,Area built-up before,1975,0.4527
Eritrea,Square kilometers,Maekel,Area built-up before,1990,1.7388
Eritrea,Square kilometers,Maekel,Area built-up before,2000,2.9187
Eritrea,Square kilometers,Maekel,Area built-up before,2014,4.2471
Eritrea,Square kilometers,Maekel,Built-up since 1990,2000,1.1799
Eritrea,Square kilometers,Maekel,Built-up since 1990,2014,2.5083
Eritrea,Square kilometers,Maekel,Built-up since 2000,2014,1.3284
Eritrea,Square kilometers,Maekel,Built-up since 1975,1990,1.2861
Eritrea,Percent of total land area,Maekel,Area built-up before,1975,0.043264202
Eritrea,Percent of total land area,Maekel,Area built-up before,1990,0.166175823
Eritrea,Percent of total land area,Maekel,Area built-up before,2000,0.278937989
Eritrea,Percent of total land area,Maekel,Area built-up before,2014,0.405892189
Eritrea,Square kilometers,Archipelagos,Area built-up before,1975,0.0225
Eritrea,Square kilometers,Archipelagos,Area built-up before,1990,0.0252
Eritrea,Square kilometers,Archipelagos,Area built-up before,2000,0.0252
Eritrea,Square kilometers,Archipelagos,Area built-up before,2014,0.0261
Eritrea,Square kilometers,Archipelagos,Built-up since 1990,2000,0.0
Eritrea,Square kilometers,Archipelagos,Built-up since 1990,2014,0.0009
Eritrea,Square kilometers,Archipelagos,Built-up since 2000,2014,0.0009
Eritrea,Square kilometers,Archipelagos,Built-up since 1975,1990,0.0027
Eritrea,Percent of total land area,Archipelagos,Area built-up before,1975,0.00209838
Eritrea,Percent of total land area,Archipelagos,Area built-up before,1990,0.002350186
Eritrea,Percent of total land area,Archipelagos,Area built-up before,2000,0.002350186
Eritrea,Percent of total land area,Archipelagos,Area built-up before,2014,0.002434121
Eritrea,Percent of total land area,Archipelagos,Built-up since 1990,2000,0.0
Eritrea,Percent of total land area,Archipelagos,Built-up since 1990,2014,8.3935e-05
Eritrea,Percent of total land area,Archipelagos,Built-up since 2000,2014,8.3935e-05
Eritrea,Percent of total land area,Archipelagos,Built-up since 1975,1990,0.000251806
Eritrea,Square kilometers,Debub,Area built-up before,1975,0.1152
Eritrea,Square kilometers,Debub,Area built-up before,1990,0.1602
Eritrea,Square kilometers,Debub,Area built-up before,2000,0.3258
Eritrea,Square kilometers,Debub,Area built-up before,2014,0.7857
Eritrea,Square kilometers,Debub,Built-up since 1990,2000,0.1656
Eritrea,Square kilometers,Debub,Built-up since 1990,2014,0.6255
Eritrea,Square kilometers,Debub,Built-up since 2000,2014,0.4599
Eritrea,Square kilometers,Debub,Built-up since 1975,1990,0.045
Eritrea,Percent of total land area,Debub,Area built-up before,1975,0.001207976
Eritrea,Percent of total land area,Debub,Area built-up before,1990,0.001679841
Eritrea,Percent of total land area,Debub,Area built-up before,2000,0.003416306
Eritrea,Percent of total land area,Debub,Area built-up before,2014,0.008238771
Eritrea,Percent of total land area,Debub,Built-up since 1990,2000,0.001736465
Eritrea,Percent of total land area,Debub,Built-up since 1990,2014,0.00655893
Eritrea,Percent of total land area,Debub,Built-up since 2000,2014,0.004822465
Eritrea,Percent of total land area,Debub,Built-up since 1975,1990,0.000471865
Eritrea,Square kilometers,Semenawi Keih Bahri,Area built-up before,1975,1.0377
Eritrea,Square kilometers,Semenawi Keih Bahri,Area built-up before,1990,1.2528
Eritrea,Square kilometers,Semenawi Keih Bahri,Area built-up before,2000,1.3104
Eritrea,Square kilometers,Semenawi Keih Bahri,Area built-up before,2014,1.4067
Eritrea,Square kilometers,Semenawi Keih Bahri,Built-up since 1990,2000,0.0576
Eritrea,Square kilometers,Semenawi Keih Bahri,Built-up since 1990,2014,0.1539
Eritrea,Square kilometers,Semenawi Keih Bahri,Built-up since 2000,2014,0.0963
Eritrea,Square kilometers,Semenawi Keih Bahri,Built-up since 1975,1990,0.2151
Eritrea,Percent of total land area,Semenawi Keih Bahri,Area built-up before,1975,0.00307107
Eritrea,Percent of total land area,Semenawi Keih Bahri,Area built-up before,1990,0.003707658
Eritrea,Percent of total land area,Semenawi Keih Bahri,Area built-up before,2000,0.003878125
Eritrea,Percent of total land area,Semenawi Keih Bahri,Area built-up before,2014,0.004163124
Eritrea,Percent of total land area,Semenawi Keih Bahri,Built-up since 1990,2000,0.000170467
Eritrea,Percent of total land area,Semenawi Keih Bahri,Built-up since 1990,2014,0.000455467
Eritrea,Square kilometers,Debubawi Keih Bahri,Area built-up before,1975,0.0873
Eritrea,Square kilometers,Debubawi Keih Bahri,Area built-up before,1990,0.2007
Eritrea,Square kilometers,Debubawi Keih Bahri,Area built-up before,2000,0.2619
Eritrea,Square kilometers,Debubawi Keih Bahri,Area built-up before,2014,0.3375
Eritrea,Square kilometers,Debubawi Keih Bahri,Built-up since 1990,2000,0.0612
Eritrea,Square kilometers,Debubawi Keih Bahri,Built-up since 1990,2014,0.1368
Eritrea,Square kilometers,Debubawi Keih Bahri,Built-up since 2000,2014,0.0756
Eritrea,Square kilometers,Debubawi Keih Bahri,Built-up since 1975,1990,0.1134
Eritrea,Percent of total land area,Debubawi Keih Bahri,Area built-up before,1975,0.000407898
Eritrea,Percent of total land area,Debubawi Keih Bahri,Area built-up before,1990,0.000937744
Eritrea,Percent of total land area,Debubawi Keih Bahri,Area built-up before,2000,0.001223693
Eritrea,Percent of total land area,Debubawi Keih Bahri,Area built-up before,2014,0.001576924
Eritrea,Percent of total land area,Debubawi Keih Bahri,Built-up since 1975,1990,0.000529847
Ethiopia,Square kilometers,Tigray,Area built-up before,1975,2.3562
Ethiopia,Square kilometers,Tigray,Area built-up before,1990,7.6104
Ethiopia,Square kilometers,Tigray,Area built-up before,2000,15.4278
Ethiopia,Square kilometers,Tigray,Area built-up before,2014,22.0077
Ethiopia,Square kilometers,Tigray,Built-up since 1990,2000,7.8174
Ethiopia,Square kilometers,Tigray,Built-up since 1990,2014,14.3973
Ethiopia,Square kilometers,Tigray,Built-up since 2000,2014,6.5799
Ethiopia,Square kilometers,Tigray,Built-up since 1975,1990,5.2542
Ethiopia,Percent of total land area,Tigray,Area built-up before,1975,0.004519396
Ethiopia,Percent of total land area,Tigray,Area built-up before,1990,0.014597407
Ethiopia,Percent of total land area,Tigray,Area built-up before,2000,0.029591857
Ethiopia,Percent of total land area,Tigray,Area built-up before,2014,0.042212675
Ethiopia,Square kilometers,SNNPR,Area built-up before,1975,4.9104
