Country,Measure,Large subnational region,Variable,Year,Value
Algeria,Percent of total land area,Sidi Bel Abbes,Area built-up before,2000,0.572051147
Algeria,Percent of total land area,Sidi Bel Abbes,Area built-up before,2014,0.686199121
Algeria,Percent of total land area,Sidi Bel Abbes,Built-up since 1990,2000,0.147552002
Algeria,Percent of total land area,Sidi Bel Abbes,Built-up since 1990,2014,0.261699976
Algeria,Percent of total land area,Sidi Bel Abbes,Built-up since 1975,1990,0.139119638
Algeria,Square kilometers,Bejaia,Area built-up before,1975,34.7049
Algeria,Square kilometers,Bejaia,Area built-up before,1990,52.7742
Algeria,Square kilometers,Bejaia,Area built-up before,2000,74.7891
Algeria,Square kilometers,Bejaia,Area built-up before,2014,87.1452
Algeria,Square kilometers,Bejaia,Built-up since 1990,2000,22.0149
Algeria,Square kilometers,Bejaia,Built-up since 1990,2014,34.371
Algeria,Square kilometers,Bejaia,Built-up since 2000,2014,12.3561
Algeria,Percent of total land area,Bejaia,Area built-up before,1975,1.082174362
Algeria,Percent of total land area,Bejaia,Area built-up before,1990,1.645614487
Algeria,Percent of total land area,Bejaia,Area built-up before,2000,2.332087013
Algeria,Percent of total land area,Bejaia,Area built-up before,2014,2.71737712
Algeria,Percent of total land area,Bejaia,Built-up since 1990,2000,0.686472526
Algeria,Percent of total land area,Bejaia,Built-up since 1990,2014,1.071762633
Algeria,Percent of total land area,Bejaia,Built-up since 1975,1990,0.563440125
Algeria,Square kilometers,Constantine,Area built-up before,1975,8.6589
Algeria,Square kilometers,Constantine,Area built-up before,1990,36.8604
Algeria,Square kilometers,Constantine,Area built-up before,2000,55.9854
Algeria,Square kilometers,Constantine,Area built-up before,2014,70.0362
Algeria,Square kilometers,Constantine,Built-up since 1990,2000,19.125
Algeria,Square kilometers,Constantine,Built-up since 1990,2014,33.1758
Algeria,Square kilometers,Constantine,Built-up since 2000,2014,14.0508
Algeria,Percent of total land area,Constantine,Area built-up before,1975,0.384992149
Algeria,Percent of total land area,Constantine,Area built-up before,1990,1.638887688
Algeria,Percent of total land area,Constantine,Area built-up before,2000,2.489223741
Algeria,Percent of total land area,Constantine,Area built-up before,2014,3.113950633
Algeria,Percent of total land area,Constantine,Built-up since 1990,2000,0.850336053
Algeria,Percent of total land area,Constantine,Built-up since 1990,2014,1.475062945
Algeria,Percent of total land area,Constantine,Built-up since 1975,1990,1.25389554
Algeria,Square kilometers,Batna,Area built-up before,1975,8.7255
Algeria,Square kilometers,Batna,Area built-up before,1990,51.7329
Algeria,Square kilometers,Batna,Area built-up before,2000,68.0616
Algeria,Square kilometers,Batna,Area built-up before,2014,85.59
Algeria,Square kilometers,Batna,Built-up since 2000,2014,17.5284
Algeria,Percent of total land area,Batna,Area built-up before,1975,0.071709943
Algeria,Percent of total land area,Batna,Area built-up before,1990,0.425163407
Algeria,Percent of total land area,Batna,Area built-up before,2000,0.559359745
Algeria,Percent of total land area,Batna,Area built-up before,2014,0.703415738
Algeria,Percent of total land area,Batna,Built-up since 1990,2000,0.134196338
Algeria,Percent of total land area,Batna,Built-up since 1990,2014,0.278252331
Algeria,Percent of total land area,Batna,Built-up since 2000,2014,0.144055993
Algeria,Percent of total land area,Batna,Built-up since 1975,1990,0.353453464
Algeria,Square kilometers,Tipaza,Area built-up before,1975,17.1864
Algeria,Square kilometers,Tipaza,Area built-up before,1990,25.3287
Algeria,Square kilometers,Tipaza,Area built-up before,2000,33.9642
Algeria,Square kilometers,Tipaza,Area built-up before,2014,42.5448
Algeria,Square kilometers,Tipaza,Built-up since 1990,2000,8.6355
Algeria,Square kilometers,Tipaza,Built-up since 1990,2014,17.2161
Algeria,Square kilometers,Tipaza,Built-up since 2000,2014,8.5806
Algeria,Square kilometers,Tipaza,Built-up since 1975,1990,8.1423
Algeria,Percent of total land area,Tipaza,Area built-up before,1975,1.007402531
Algeria,Percent of total land area,Tipaza,Area built-up before,1990,1.484673723
Algeria,Percent of total land area,Tipaza,Area built-up before,2000,1.990854456
Algeria,Percent of total land area,Tipaza,Area built-up before,2014,2.493817157
Algeria,Percent of total land area,Tipaza,Built-up since 1990,2000,0.506180733
Algeria,Percent of total land area,Tipaza,Built-up since 1990,2014,1.009143434
Algeria,Percent of total land area,Tipaza,Built-up since 1975,1990,0.477271193
Algeria,Square kilometers,Tiaret,Area built-up before,1975,10.5615
Algeria,Square kilometers,Tiaret,Area built-up before,1990,33.7869
Algeria,Square kilometers,Tiaret,Area built-up before,2000,47.6271
Algeria,Square kilometers,Tiaret,Area built-up before,2014,55.1916
Algeria,Square kilometers,Tiaret,Built-up since 1990,2000,13.8402
Algeria,Square kilometers,Tiaret,Built-up since 1990,2014,21.4047
Algeria,Square kilometers,Tiaret,Built-up since 2000,2014,7.5645
Algeria,Square kilometers,Tiaret,Built-up since 1975,1990,23.2254
Algeria,Percent of total land area,Tiaret,Area built-up before,1975,0.052391008
Algeria,Percent of total land area,Tiaret,Area built-up before,1990,0.167602115
Algeria,Percent of total land area,Tiaret,Area built-up before,2000,0.236257327
Algeria,Percent of total land area,Tiaret,Area built-up before,2014,0.273781522
Algeria,Percent of total land area,Tiaret,Built-up since 1990,2000,0.068655212
Algeria,Percent of total land area,Tiaret,Built-up since 1990,2014,0.106179407
Algeria,Percent of total land area,Tiaret,Built-up since 2000,2014,0.037524194
Algeria,Percent of total land area,Tiaret,Built-up since 1975,1990,0.115211107
Algeria,Square kilometers,Bouira,Area built-up before,1975,5.4846
Algeria,Square kilometers,Bouira,Area built-up before,1990,22.0968
Algeria,Square kilometers,Bouira,Area built-up before,2000,36.8388
Algeria,Square kilometers,Bouira,Area built-up before,2014,50.4576
Algeria,Square kilometers,Bouira,Built-up since 1990,2000,14.742
Algeria,Square kilometers,Bouira,Built-up since 1990,2014,28.3608
Algeria,Square kilometers,Bouira,Built-up since 2000,2014,13.6188
Algeria,Square kilometers,Bouira,Built-up since 1975,1990,16.6122
Algeria,Percent of total land area,Bouira,Area built-up before,1975,0.122481014
Algeria,Percent of total land area,Bouira,Area built-up before,1990,0.493461415
Algeria,Percent of total land area,Bouira,Area built-up before,2000,0.822676875
Algeria,Percent of total land area,Bouira,Area built-up before,2014,1.126809253
Algeria,Percent of total land area,Bouira,Built-up since 1990,2000,0.32921546
Algeria,Percent of total land area,Bouira,Built-up since 1990,2014,0.633347838
Algeria,Percent of total land area,Bouira,Built-up since 2000,2014,0.304132378
Algeria,Square kilometers,Setif,Area built-up before,1975,14.7978
Algeria,Square kilometers,Setif,Area built-up before,1990,35.9703
Algeria,Square kilometers,Setif,Area built-up before,2000,77.9445
Algeria,Square kilometers,Setif,Area built-up before,2014,95.6205
Algeria,Square kilometers,Setif,Built-up since 1990,2000,41.9742
Algeria,Square kilometers,Setif,Built-up since 1990,2014,59.6502
Algeria,Square kilometers,Setif,Built-up since 2000,2014,17.676
Algeria,Square kilometers,Setif,Built-up since 1975,1990,21.1725
Algeria,Percent of total land area,Setif,Area built-up before,1975,0.221625721
Algeria,Percent of total land area,Setif,Area built-up before,1990,0.538724923
Algeria,Percent of total land area,Setif,Area built-up before,2000,1.167369879
Algeria,Percent of total land area,Setif,Area built-up before,2014,1.43210222
Algeria,Percent of total land area,Setif,Built-up since 1990,2000,0.628644956
Algeria,Percent of total land area,Setif,Built-up since 1990,2014,0.893377297
Algeria,Square kilometers,Mila,Built-up since 1990,2000,13.104
Algeria,Square kilometers,Mila,Built-up since 1990,2014,22.7412
Algeria,Square kilometers,Mila,Built-up since 2000,2014,9.6372
Algeria,Square kilometers,Mila,Built-up since 1975,1990,21.9636
Algeria,Percent of total land area,Mila,Area built-up before,1975,0.131569841
Algeria,Percent of total land area,Mila,Area built-up before,1990,0.757096902
Algeria,Percent of total land area,Mila,Area built-up before,2000,1.13030105
Algeria,Percent of total land area,Mila,Area built-up before,2014,1.404770144
Algeria,Percent of total land area,Mila,Built-up since 1990,2000,0.373204147
Algeria,Percent of total land area,Mila,Built-up since 1990,2014,0.647673241
Algeria,Percent of total land area,Mila,Built-up since 2000,2014,0.274469094
Algeria,Square kilometers,Tissemsilt,Area built-up before,1975,1.4994
Algeria,Square kilometers,Tissemsilt,Area built-up before,1990,7.3134
Algeria,Square kilometers,Tissemsilt,Area built-up before,2000,11.9358
Algeria,Square kilometers,Tissemsilt,Area built-up before,2014,14.7699
Algeria,Square kilometers,Tissemsilt,Built-up since 1990,2000,4.6224
Algeria,Square kilometers,Tissemsilt,Built-up since 1990,2014,7.4565
Algeria,Square kilometers,Tissemsilt,Built-up since 2000,2014,2.8341
Algeria,Square kilometers,Tissemsilt,Built-up since 1975,1990,5.814
Algeria,Percent of total land area,Tissemsilt,Area built-up before,1975,0.046610277
Algeria,Percent of total land area,Tissemsilt,Area built-up before,1990,0.227344006
Algeria,Percent of total land area,Tissemsilt,Area built-up before,2000,0.371035713
Algeria,Percent of total land area,Tissemsilt,Area built-up before,2014,0.459136412
Algeria,Percent of total land area,Tissemsilt,Built-up since 1990,2000,0.143691707
Algeria,Percent of total land area,Tissemsilt,Built-up since 1990,2014,0.231792406
Algeria,Percent of total land area,Tissemsilt,Built-up since 1975,1990,0.180733729
Algeria,Square kilometers,Bechar,Area built-up before,1975,8.8317
Algeria,Square kilometers,Bechar,Area built-up before,1990,18.6651
Algeria,Square kilometers,Bechar,Area built-up before,2000,22.3794
Algeria,Square kilometers,Bechar,Area built-up before,2014,24.741
Algeria,Square kilometers,Bechar,Built-up since 1990,2000,3.7143
Algeria,Square kilometers,Bechar,Built-up since 1990,2014,6.0759
Algeria,Square kilometers,Bechar,Built-up since 2000,2014,2.3616
Algeria,Square kilometers,Bechar,Built-up since 1975,1990,9.8334
Algeria,Percent of total land area,Bechar,Area built-up before,1975,0.005487431
Algeria,Percent of total land area,Bechar,Area built-up before,1990,0.011597251
Algeria,Percent of total land area,Bechar,Area built-up before,2000,0.01390507
Algeria,Percent of total land area,Bechar,Area built-up before,2014,0.015372411
Algeria,Percent of total land area,Bechar,Built-up since 1990,2000,0.002307819
Algeria,Percent of total land area,Bechar,Built-up since 1990,2014,0.00377516
Algeria,Percent of total land area,Bechar,Built-up since 2000,2014,0.001467341
Algeria,Percent of total land area,Bechar,Built-up since 1975,1990,0.00610982
Algeria,Square kilometers,Ain-Temouchent,Area built-up before,1975,19.2564
Algeria,Square kilometers,Ain-Temouchent,Area built-up before,1990,26.0658
Algeria,Square kilometers,Ain-Temouchent,Area built-up before,2000,36.4257
Algeria,Square kilometers,Ain-Temouchent,Area built-up before,2014,43.9578
Algeria,Square kilometers,Ain-Temouchent,Built-up since 1990,2000,10.3599
Algeria,Square kilometers,Ain-Temouchent,Built-up since 1990,2014,17.892
Algeria,Square kilometers,Ain-Temouchent,Built-up since 2000,2014,7.5321
Algeria,Square kilometers,Ain-Temouchent,Built-up since 1975,1990,6.8094
Algeria,Percent of total land area,Ain-Temouchent,Area built-up before,1975,0.81235373
Algeria,Percent of total land area,Ain-Temouchent,Area built-up before,1990,1.099616224
Algeria,Percent of total land area,Ain-Temouchent,Area built-up before,2000,1.536660708
Algeria,Percent of total land area,Ain-Temouchent,Area built-up before,2014,1.854411146
Algeria,Percent of total land area,Ain-Temouchent,Built-up since 1975,1990,0.287262494
Algeria,Square kilometers,Tamanrasset,Area built-up before,1975,1.4616
Algeria,Square kilometers,Tamanrasset,Area built-up before,1990,3.7035
Algeria,Square kilometers,Tamanrasset,Area built-up before,2000,4.8222
Algeria,Square kilometers,Tamanrasset,Area built-up before,2014,5.9148
Algeria,Square kilometers,Tamanrasset,Built-up since 2000,2014,1.0926
Algeria,Square kilometers,Tamanrasset,Built-up since 1975,1990,2.2419
Algeria,Percent of total land area,Tamanrasset,Built-up since 1990,2000,0.00018464
Algeria,Percent of total land area,Tamanrasset,Built-up since 1990,2014,0.000364972
Algeria,Percent of total land area,Tamanrasset,Built-up since 2000,2014,0.000180332
Algeria,Percent of total land area,Tamanrasset,Built-up since 1975,1990,0.000370022
Algeria,Square kilometers,Medea,Area built-up before,1975,9.2997
Algeria,Square kilometers,Medea,Area built-up before,1990,20.2842
Algeria,Square kilometers,Medea,Area built-up before,2000,27.7344
Algeria,Square kilometers,Medea,Area built-up before,2014,34.443
Algeria,Square kilometers,Medea,Built-up since 1990,2000,7.4502
Algeria,Square kilometers,Medea,Built-up since 1990,2014,14.1588
Algeria,Square kilometers,Medea,Built-up since 2000,2014,6.7086
Algeria,Square kilometers,Medea,Built-up since 1975,1990,10.9845
Algeria,Percent of total land area,Medea,Area built-up before,1975,0.106429197
Algeria,Percent of total land area,Medea,Area built-up before,1990,0.232139866
Algeria,Percent of total land area,Medea,Area built-up before,2000,0.317402703
Algeria,Percent of total land area,Medea,Area built-up before,2014,0.394178396
Algeria,Percent of total land area,Medea,Built-up since 1990,2000,0.085262837
Algeria,Percent of total land area,Medea,Built-up since 1990,2014,0.16203853
Algeria,Percent of total land area,Medea,Built-up since 2000,2014,0.076775693
Algeria,Square kilometers,Oran,Area built-up before,1975,73.4211
Algeria,Square kilometers,Oran,Area built-up before,1990,89.8839
Algeria,Square kilometers,Oran,Area built-up before,2000,119.2635
Algeria,Square kilometers,Oran,Area built-up before,2014,138.6792
Algeria,Percent of total land area,Oran,Area built-up before,1975,3.492504381
Algeria,Percent of total land area,Oran,Area built-up before,1990,4.27560898
Algeria,Percent of total land area,Oran,Area built-up before,2000,5.673141593
Algeria,Percent of total land area,Oran,Area built-up before,2014,6.596710122
Algeria,Percent of total land area,Oran,Built-up since 1990,2000,1.397532613
Algeria,Percent of total land area,Oran,Built-up since 1990,2014,2.321101141
Algeria,Percent of total land area,Oran,Built-up since 2000,2014,0.923568529
Algeria,Square kilometers,Ghardaia,Built-up since 1990,2000,7.443
Algeria,Square kilometers,Ghardaia,Built-up since 1990,2014,11.2059
Algeria,Square kilometers,Ghardaia,Built-up since 1975,1990,10.4769
Algeria,Percent of total land area,Ghardaia,Built-up since 1990,2000,0.00878173
Algeria,Percent of total land area,Ghardaia,Built-up since 1990,2014,0.013221442
Algeria,Percent of total land area,Ghardaia,Built-up since 2000,2014,0.004439711
Algeria,Percent of total land area,Ghardaia,Built-up since 1975,1990,0.01236132
Algeria,Square kilometers,Annaba,Area built-up before,1975,38.5407
Algeria,Square kilometers,Annaba,Area built-up before,1990,45.8226
Algeria,Square kilometers,Annaba,Area built-up before,2000,55.773
Algeria,Square kilometers,Annaba,Area built-up before,2014,59.5854
Algeria,Square kilometers,Annaba,Built-up since 1990,2000,9.9504
