,0,1,2,3,4,5
928,El Hassaine,Commune,الحسيان,"8,835","9,680",
929,Fornaka,Commune,فرناكة,"14,371","16,543",
930,Hadjadj,Commune,حجاج,"15,835","17,330",
931,Hassi Mameche,Commune,حاسى معاش,"21,778","28,790",
932,Khadra,Commune,خضراء,"12,294","14,045",
933,Kheireddine,Commune,خير الدين,"22,241","27,606",
934,Mansourah,Commune,منصورة,"15,641","18,216",
935,Mazagran,Commune,مزغران,"15,120","22,016",
936,Mesra,Commune,ماسرة,"20,053","25,196",
937,Mostaganem,Province Capital,مستغانم,"130,288","145,696",
938,Nekmaria,Commune,نقمارية,"9,104","10,446",
939,Oued El Kheir,Commune,وادى الخير,"14,700","17,359",
940,Ouled Boughalem,Commune,أولاد بوغالم,"11,886","13,761",
941,Ouled Maallah,Commune,أولاد مع الله,"8,948","9,576",
942,Safsaf,Commune,صفصاف,"12,492","13,980",
943,Sayada,Commune,صيادة,"21,900","28,675",
944,Sidi Ali,Commune,سيدي على,"31,840","37,230",
945,Sidi Belattar,Commune,سيدي بلعاتر,"6,670","6,794",
946,Sidi Lakhdar,Commune,سيدي لخضر,"30,950","34,612",
947,Sirat,Commune,سيرات,"17,979","21,677",
948,Souaflia,Commune,السوافلية,"14,356","17,223",
949,Sour,Commune,صور,"20,625","22,673",
950,Stidia,Commune,ستيدية,"10,688","11,965",
951,Tazgait,Commune,تزقايت,"8,763","9,410",
952,Touahria,Commune,الطواهيرية,"6,674","7,593",
953,M'Sila,Province,المسيلة,"805,519","990,591",
954,Aïn El Hadjel,Commune,عين الحجل,"27,661","33,046",
955,Aïn El Melh,Commune,عين الملح,"23,272","37,045",
956,Aïn Errich,Commune,عين الريش,"10,548","20,634",
957,Aïn Fares,Commune,عين فارس,"3,563","3,184",
958,Aïn Khadra,Commune,عين خضراء,"19,412","29,046",
959,Belaiba,Commune,بلعايبة,"20,839","27,404",
960,Beni Ilmane,Commune,بنى يلمان,"7,478","8,777",
961,Ben Srour,Commune,بن سرور,"18,893","23,953",
962,Benzouh,Commune,بن الزوه,"4,197","5,636",
963,Berhoum,Commune,برهوم,"17,838","23,620",
964,Bir Foda,Commune,بئر الفضة,"4,463","4,258",
965,Bou Saâda,Commune,بوسعادة,"104,336","125,573",
966,Bouti Sayah,Commune,بوطى السايح,"7,806","9,042",
967,Chellal,Commune,شلال,"4,268","5,411",
968,Dehahna,Commune,دهاهنة,"6,411","6,697",
969,Djebel Messaad,Commune,جبل مسعد,"11,344","13,948",
970,El Hamel,Commune,الهامل,"10,195","11,018",
971,El Houamed,Commune,الحوامد,"5,948","7,800",
972,Hammam Dhalaa,Commune,حمام الضلعة,"34,785","39,850",
973,Khettouti Sed El Djir,Commune,خطوطي صجير,"6,689","7,058",
974,Khoubana,Commune,خبانة,"6,848","7,950",
975,Maadid,Commune,المعاضيد,"22,274","24,168",
976,Maarif,Commune,المعاريف,"10,990","13,269",
977,Magra,Commune,مقرة,"31,749","39,250",
978,M'Cif,Commune,مسيف,"10,241","12,209",
979,Medjedel,Commune,مجدل,"18,616","21,058",
980,Mohammed Boudiaf,Commune,وادى الشعير,"12,366","16,381",
981,M'Sila,Province Capital,المسيلة,"123,059","156,647",
982,M'Tarfa,Commune,المطارفة,"7,621","8,074",
983,Ouanougha,Commune,ونوغة,"15,190","14,397",
984,Ouled Addi Guebala,Commune,أولاد عدى القبالة,"22,369","25,456",
985,Ouled Atia (Menaa),Commune,أولاد عطية,"7,167","8,498",
986,Ouled Derradj,Commune,أولاد دراج,"22,851","26,644",
987,Ouled Madhi,Commune,أولاد ماضى,"6,525","7,069",
988,Ouled Mansour,Commune,أولاد منصور,"4,896","5,731",
989,Ouled Sidi Brahim,Commune,أولاد سيدي ابراهيم,"10,188","10,716",
990,Ouled Slimane,Commune,أولاد سليمان,"2,070","4,116",
991,Oultem,Commune,ولتام,"1,763","2,289",
992,Sidi Aïssa,Commune,سيدي عيسى,"57,270","72,062",
993,Sidi Ameur,Commune,سيدي عامر,"18,721","21,623",
994,Sidi Hadjeres,Commune,سيدي هجرس,"6,774","6,686",
995,Sidi M'hamed,Commune,سيدي محمد,"6,225","8,300",
996,Slim,Commune,سليم,"5,777","5,348",
997,Souamaa,Commune,الصوامع,"6,424","7,189",
998,Tamsa,Commune,تامسة,"6,284","7,431",
999,Tarmount,Commune,تارمونت,"9,438","9,954",
1000,Zarzour,Commune,الزرزور,"1,876","5,077",
1001,Naâma,Province,النعامة,"127,314","192,891",
1002,Aïn Ben Khelil,Commune,عين بن خليل,"3,776","10,554",
1003,Aïn Sefra,Commune,عين الصفراء,"34,962","52,320",
1004,Assela,Commune,عسلة,"4,784","6,592",
1005,Djeniene Bourezg,Commune,جنين بورزق,"2,301","3,090",
1006,El Biod,Commune,البيوض,"6,270","10,975",
1007,Kasdir,Commune,قصدير,"1,820","7,492",
1008,Makman Ben Amer,Commune,مكمن بن عمر,"3,658","5,613",
1009,Méchria,Commune,مشرية,"52,898","66,465",
1010,Moghrar,Commune,مغرار,"2,796","3,551",
1011,Naâma,Province Capital,النعامة,"8,256","16,251",
1012,Sfissifa,Commune,سفيسيفة,"2,633","4,576",
1013,Tiout,Commune,تيوت,"3,161","5,413",
1014,Oran,Province,وهران,"1,213,839","1,454,078",
1015,Aïn El Bia,Commune,عين البية,"26,253","31,386",
1016,Aïn El Kerma,Commune,عين الكرمة,"6,980","7,530",
1017,Aïn El Turk,Commune,عين الترك,"26,251","37,010",
1018,Arzew,Commune,أرزيو,"66,720","70,951",
1019,Ben Freha,Commune,بن فريحة,"14,565","20,235",
1020,Bethioua,Commune,بطيوة,"14,738","17,758",
1021,Bir El Djir,Commune,بئر الجير,"73,029","152,151",
1022,Boufatis,Commune,بوفتيس,"9,906","11,579",
1023,Bousfer,Commune,بوصفر,"11,136","17,243",
1024,Boutlelis,Commune,بوتليليس,"17,599","22,898",
1025,El Ançor,Commune,العنصر,"7,929","10,882",
1026,El Braya,Commune,البراية,"3,879","5,860",
1027,El Kerma,Commune,الكرمة,"13,637","23,163",
1028,Es Sénia,Commune,السانية,"64,797","96,928",
1029,Gdyel,Commune,قديل,"30,000","37,315",
1030,Hassi Ben Okba,Commune,حاسى بن عقبة,"9,435","12,906",
1031,Hassi Bounif,Commune,حاسي بونيف,"44,649","59,671",
1032,Hassi Mefsoukh,Commune,حاسى مفسوخ,"7,656","11,856",
1033,Marsat El Hadjadj,Commune,مرسى الحجاج,"10,284","12,729",
1034,Mers El Kébir,Commune,المرسى الكبير,"14,167","16,970",
1035,Misserghin,Commune,مسرغين,"18,089","25,443",
1036,Oran,Province Capital,وهران,"634,112","609,940",
1037,Oued Tlelat,Commune,وادى تليلات,"13,289","18,397",
1038,Sidi Benyebka,Commune,سيدي بن يبقى,"5,893","7,516",
1039,Sidi Chami,Commune,سيدي الشحمى,"58,857","104,498",
1040,Tafraoui,Commune,طفراوى,"9,988","11,263",
1041,Ouargla,Province,ورقلة,"445,619","558,558",
1042,Aïn Beida,Commune,عين البيضاء,"14,500","19,039",
1043,Benaceur,Commune,بن ناصر,"7,808","10,330",
1044,Blidet Amor,Commune,بليدة عامر,"12,135","14,540",
1045,El Allia,Commune,العالية,"6,530","7,509",
1046,El Borma,Commune,البرمة,"1,997","3,205",
1047,El Hadjira,Commune,الحجيرة,"12,781","14,965",
1048,Hassi Ben Abdellah,Commune,حاسي بن عبد الله,"3,693","4,950",
1049,Hassi Messaoud,Commune,حاسى مسعود,"40,368","45,147",
1050,Megarine,Commune,المقارين,"10,996","13,751",
1051,M'Naguer,Commune,المنقر,"11,243","14,179",
1052,Nezla,Commune,نزلة,"40,524","51,674",
1053,N'Goussa,Commune,نقوسة,"13,344","16,581",
1054,Ouargla,Province Capital,ورقلة,"112,339","133,024",
1055,Rouissat,Commune,الرويسات,"37,814","58,112",
1056,Sidi Khouiled,Commune,سيدي خويلد,"4,309","8,803",
1057,Sidi Slimane,Commune,سيدي سليمان,"6,822","8,072",
1058,Taibet,Commune,الطيبات,"14,322","20,174",
1059,Tamacine,Commune,تماسين,"15,933","20,067",
1060,Tebesbest,Commune,تيبسبست,"29,840","35,032",
1061,Touggourt,Commune,توقرت,"32,940","39,409",
1062,Zaouia El Abidia,Commune,الزاوية العابدية,"15,381","19,993",
1063,Oum El Bouaghi,Province,أم البواقي,"519,170","621,612",
1064,Aïn Babouche,Commune,عين ببوش,"14,597","16,129",
1065,Aïn Béïda,Commune,عين البيضاء,"92,197","118,662",
1066,Aïn Diss,Commune,عين الديس,"2,741","2,767",
1067,Aïn Fakroun,Commune,عين الفكرون,"47,237","55,282",
1068,Aïn Kercha,Commune,عين كرشة,"27,255","32,377",
1069,Aïn M'lila,Commune,عين مليلة,"69,798","88,441",
1070,Aïn Zitoun,Commune,عين الزيتون,"5,993","5,948",
1071,Behir Chergui,Commune,بحير الشرقي,"1,870","1,904",
1072,Berriche,Commune,بريش,"16,274","17,609",
1073,Bir Chouhada,Commune,بئر الشهداء,"8,356","9,182",
1074,Dhalaa,Commune,الضلعة,"10,690","11,439",
1075,El Amiria,Commune,العامرية,"9,795","10,416",
1076,El Belala,Commune,البلالة,"2,566","2,477",
1077,El Djazia,Commune,الجازية,"3,318","3,878",
1078,El Fedjouz Boughrara Saoudi,Commune,الفجوج ب س,"3,658","4,169",
1079,El Harmilia,Commune,الحرملية,"7,122","8,036",
1080,Fkirina,Commune,فكيرينة,"11,413","12,318",
1081,Hanchir Toumghani,Commune,هنشير تومغانى,"18,775","23,159",
1082,Ksar Sbahi,Commune,قصر الصباحى,"11,095","11,833",
1083,Meskiana,Commune,مسكيانة,"25,849","28,315",
1084,Oued Nini,Commune,وادى نينى,"4,851","5,119",
1085,Ouled Gacem,Commune,أولاد قاسم,"6,273","7,107",
1086,Ouled Hamla,Commune,أولاد حملة,"11,019","13,112",
1087,Ouled Zouaï,Commune,أولاد الزوى,"4,578","4,998",
1088,Oum El Bouaghi,Province Capital,أم البواقي,"59,962","80,359",
1089,Rahia,Commune,الراحية,"2,188","2,711",
1090,Sigus,Commune,سيقوس,"14,944","17,598",
1091,Souk Naamane,Commune,سوق نعمان,"23,018","23,988",
1092,Zorg,Commune,الزرق,"1,736","2,281",
1093,Relizane,Province,غليزان,"642,205","726,180",
1094,Aïn Rahma,Commune,عين الرحمة,"11,035","12,095",
1095,Aïn Tarek,Commune,عين طارق,"12,287","12,253",
1096,Ammi Moussa,Commune,عمي موسى,"26,886","28,962",
1097,Belassel Bouzegza,Commune,بلعسل بوزقزة,"10,933","12,905",
1098,Bendaoud,Commune,بن داود,"14,560","17,953",
1099,Beni Dergoun,Commune,بني درقون,"10,540","12,364",
1100,Beni Zentis,Commune,بني زنتيس,"10,655","11,222",
1101,Dar Ben Abdellah,Commune,دراع بن عبد الله,"2,848","3,499",
1102,Djidioua,Commune,جيديوة,"29,263","33,835",
1103,El Guettar,Commune,القطارة,"13,718","15,422",
1104,El Hamadna,Commune,الحمدانة,"16,990","20,805",
1105,El Hassi,Commune,الحاسى,"4,119","2,912",
1106,El Matmar,Commune,المطمار,"14,533","17,442",
1107,El Ouldja,Commune,العلجة,"3,968","1,938",
1108,Had Echkalla,Commune,حد الشقالة,"6,873","6,712",
1109,Hamri,Commune,الحمري,"9,181","10,173",
1110,Kalaa,Commune,قلعة,"9,915","11,659",
1111,Lahlef,Commune,لحلف,"10,219","10,264",
1112,Mazouna,Commune,مازونة,"22,544","26,044",
1113,Mediouna,Commune,مديونة,"28,733","30,744",
1114,Mendes,Commune,مندس,"13,331","15,127",
1115,Merdja Sidi Abed,Commune,مرجة سيدي عابد,"6,176","7,502",
1116,Ouarizane,Commune,وزيزان,"18,087","20,069",
1117,Oued El Djemaa,Commune,وادى الجمعة,"20,844","23,480",
1118,Oued Essalem,Commune,وادى السلام,"8,897","9,319",
1119,Oued Rhiou,Commune,وادى رهيو,"54,435","64,685",
1120,Ouled Aiche,Commune,أولاد يعيش,"9,075","8,916",
1121,Ouled Sidi Mihoub,Commune,أولاد سيدي ميهوب,"6,646","7,588",
1122,Ramka,Commune,رمقة,"5,215","5,138",
1123,Relizane,Province Capital,غليزان,"111,186","130,094",
1124,Sidi Khettab,Commune,سيدي خطاب,"12,594","14,074",
1125,Sidi Lazreg,Commune,سيدي لزرق,"5,575","5,682",
1126,Sidi M'Hamed Ben Ali,Commune,سيدي امحمد بن علي,"17,072","20,096",
1127,Sidi M'Hamed Benaouda,Commune,سيدي بن عودة,"6,159","6,500",
1128,Sidi Saada,Commune,سيدي سعادة,"14,479","17,558",
1129,Souk El Had,Commune,سوق الحد,"3,351","3,023",
1130,Yellel,Commune,يلال,"34,010","38,101",
1131,Zemmora,Commune,زمورة,"25,272","30,027",
1132,Saïda,Province,سعيدة,"279,526","330,641",
1133,Aïn El Hadjar,Commune,عين الحجر,"21,493","29,022",
1134,Aïn Sekhouna,Commune,العين السخونة,"5,725","7,129",
1135,Aïn Soltane,Commune,عين السلطان,"6,068","6,920",
1136,Doui Thabet,Commune,دوى ثابت,"4,315","5,158",
1137,El Hassasna,Commune,الحساسنة,"10,448","13,294",
1138,Hounet,Commune,حنات,"4,097","4,765",
1139,Maamora,Commune,المعمورة,"5,342","7,082",
1140,Moulay Larbi,Commune,مولاي العربي,"10,426","11,066",
1141,Ouled Brahim,Commune,أولاد ابراهيم,"18,406","19,711",
1142,Ouled Khaled,Commune,أولاد خالد,"19,368","30,484",
1143,Saïda,Province Capital,سعيدة,"115,166","128,413",
1144,Sidi Ahmed,Commune,سيدي أحمد,"12,205","14,592",
1145,Sidi Amar,Commune,سيدي عمار,"7,715","8,991",
1146,Sidi Boubekeur,Commune,سيدي بوبكر,"17,131","19,282",
1147,Tircine,Commune,تيرسين,"6,307","7,377",
1148,Youb,Commune,يوب,"15,314","17,355",
1149,Sétif,Province,سطيف,"1,311,413","1,489,979",
1150,Aïn Abessa,Commune,عين عباسة,"15,058","16,770",
1151,Aïn Arnat,Commune,عين أرنات,"30,129","43,551",
1152,Aïn Azel,Commune,عين ازال,"41,073","48,487",
1153,Aïn El Kebira,Commune,العين الكبيرة,"32,113","36,295",
1154,Aïn Lahdjar,Commune,عين الحجر,"29,871","34,338",
1155,Aïn Legraj,Commune,عين لقراج,"17,100","14,668",
1156,Aïn Oulmene,Commune,عين أولمان,"59,855","73,831",
1157,Aïn Roua,Commune,عين الروى,"11,454","11,499",
1158,Aïn Sebt,Commune,عين السبت,"14,290","14,798",
1159,Aït Naoual Mezada,Commune,آيت نوال مزادة,"6,562","5,630",
1160,Aït Tizi,Commune,آيت تيزي,"7,859","6,983",
1161,Amoucha,Commune,عموشة,"19,714","22,767",
1162,Babor,Commune,بابور,"18,445","15,762",
1163,Bazer Sakhra,Commune,بازر الصخرة,"25,586","27,996",
1164,Beidha Bordj,Commune,بيضاء برج,"31,250","35,276",
1165,Belaa,Commune,بلعة,"14,593","14,666",
1166,Beni Aziz,Commune,بنى عزيز,"17,913","19,383",
1167,Beni Chebana,Commune,بنى شبانة,"15,534","13,174",
1168,Beni Fouda,Commune,بنى فودة,"16,876","17,667",
1169,Beni Hocine,Commune,بنى حسين,"10,210","11,220",
1170,Beni Mouhli,Commune,بنى محلى,"8,678","8,521",
1171,Beni Ourtilane,Commune,بنى ورثيلان,"11,969","10,591",
1172,Bir El Arch,Commune,بئر العرش,"21,004","24,995",
1173,Bir Haddada,Commune,بئر حدادة,"18,233","20,860",
1174,Bouandas,Commune,بوعنداس,"15,556","16,966",
1175,Bougaa,Commune,بوقاعة,"28,431","30,987",
1176,Bousselam,Commune,بوسلام,"16,302","16,095",
1177,Boutaleb,Commune,بوطالب,"8,328","9,456",
1178,Dehamcha,Commune,الدهامشة,"9,709","9,141",
1179,Djemila,Commune,جميلة,"25,765","24,145",
1180,Draa Kebila,Commune,ذراع قبيلة,"15,748","14,977",
1181,El Eulma,Commune,العلمة,"120,068","155,038",
1182,El Ouldja,Commune,الولجة,"8,921","8,592",
1183,El Ouricia,Commune,الوريسية,"14,507","18,087",
1184,Guellal,Commune,قلال,"19,886","21,385",
1185,Guelta Zerka,Commune,القلتة الزرقاء,"14,110","15,472",
1186,Guenzet,Commune,قنزات,"4,571","3,541",
1187,Guidjel,Commune,قجال,"27,891","33,685",
1188,Hamma,Commune,الحامة,"12,353","13,223",
1189,Hammam Guergour,Commune,حمام القرقور,"14,295","15,853",
1190,Hammam Soukhna,Commune,حمام السخنة,"11,481","13,439",
1191,Harbil,Commune,حربيل,"3,650","3,675",
1192,Ksar El Abtal,Commune,قصر الأبطال,"20,667","23,833",
1193,Maaouia,Commune,معاوية,"8,976","7,005",
1194,Maoklane,Commune,موكلان,"15,201","15,715",
1195,Mezloug,Commune,مزلوق,"13,373","16,976",
1196,Oued El Barad,Commune,وادي البارد,"3,013","2,333",
1197,Ouled Addouane,Commune,أولاد عدوان,"7,998","9,613",
1198,Ouled Sabor,Commune,أولاد صابر,"10,005","12,510",
1199,Ouled Si Ahmed,Commune,أولادى سي أحمد,"9,456","10,238",
1200,Ouled Tebben,Commune,أولاد تبان,"9,482","10,385",
1201,Rasfa,Commune,الرصفة,"14,025","16,075",
1202,Salah Bey,Commune,صالح باي,"21,855","27,175",
1203,Serdj El Ghoul,Commune,سرج الغول,"11,044","9,311",
1204,Sétif,Province Capital,سطيف,"239,195","288,461",
1205,Tachouda,Commune,تاشورة,"7,735","7,578",
1206,Talaifacene,Commune,تالة إيفاسن,"17,555","20,337",
1207,Taya,Commune,الطاية,"9,346","10,302",
1208,Tella,Commune,التلة,"6,826","7,562",
1209,Tizi N'Bechar,Commune,تيزى نبشار,"18,719","21,086",
1210,Sidi Bel Abbès,Province,سيدي بلعباس,"525,632","604,744",
1211,Aïn Adden,Commune,عين عدان,"2,319","2,886",
1212,Aïn El Berd,Commune,عين البرد,"13,779","16,013",
1213,Aïn Kada,Commune,عين قادة,"1,852","1,985",
1214,Aïn Thrid,Commune,عين الثريد,"1,969","2,373",
1215,Aïn Tindamine,Commune,عين تندمين,"2,383","2,476",
1216,Amarnas,Commune,أمرناس,"6,212","11,293",
1217,Badredine El Mokrani,Commune,بدر الدين المقرانى,"5,966","6,200",
1218,Belarbi,Commune,بلعربى,"7,415","8,455",
1219,Benachiba Chelia,Commune,بن شيبة شيلية,"5,086","5,688",
1220,Ben Badis,Commune,ابن باديس,"17,617","20,346",
1221,Bir El Hammam,Commune,بئر الحمام,"2,169","2,668",
1222,Boudjebaa El Bordj,Commune,بوجبع البرج,"3,169","3,126",
1223,Boukhanafis,Commune,بو خنيفيس,"9,385","10,520",
1224,Chettouane Belaila,Commune,شتوان بلايلة,"4,880","5,210",
1225,Dhaya,Commune,الضاية,"4,557","5,163",
1226,El Haçaiba,Commune,الحصيبة,"2,538","2,895",
1227,Hassi Dahou,Commune,حاسى دحو,"4,644","6,043",
1228,Hassi Zahana,Commune,حاسى زهانة,"6,800","7,426",
1229,Lamtar,Commune,لمطار,"6,367","7,530",
1230,Makedra,Commune,مقدرة,"2,128","2,475",
1231,Marhoum,Commune,مرحوم,"4,031","5,383",
1232,M'Cid,Commune,مسيد,"3,490","3,499",
1233,Merine,Commune,مرين,"7,110","7,705",
1234,Mezaourou,Commune,مزاورو,"6,658","6,870",
1235,Mostefa Ben Brahim,Commune,مصطفى بن ابراهيم,"8,111","9,268",
1236,Moulay Slissen,Commune,مولاى سليسن,"5,270","5,672",
1237,Oued Sebaa,Commune,وادى السبع,"3,863","4,301",
1238,Oued Sefioun,Commune,وادى سفيون,"5,343","5,886",
1239,Oued Taourira,Commune,وادى تاوريرة,839,"1,249",
1240,Ras El Ma,Commune,رأس الماء,"14,862","18,644",
1241,Redjem Demouche,Commune,رجم دموش,"2,358","2,676",
1242,Sehala Thaoura,Commune,سحالة ثاورة,"2,322","2,338",
1243,Sfisef,Commune,سفيزف,"28,346","29,696",
1244,Sidi Ali Benyoub,Commune,سيدي على بن يوب,"10,567","11,654",
1245,Sidi Ali Boussidi,Commune,سيدي على بوسيدى,"8,373","9,715",
1246,Sidi Bel Abbès,Province Capital,سيدي بلعباس,"186,879","212,935",
1247,Sidi Brahim,Commune,سيدي ابراهيم,"8,464","10,371",
1248,Sidi Chaib,Commune,سيدي شعيب,"4,237","4,411",
1249,Sidi Daho des Zairs,Commune,سيدي دحو الزاير,"4,650","5,033",
1250,Sidi Hamadouche,Commune,سيدي حمادوش,"9,264","9,968",
1251,Sidi Khaled,Commune,سيدي خالد,"6,227","7,167",
1252,Sidi Lahcene,Commune,سيدي لحسن,"15,016","20,999",
1253,Sidi Yacoub,Commune,سيدي يعقوب,"3,971","4,485",
1254,Tabia,Commune,طابية,"4,886","5,761",
1255,Tafissour,Commune,تافسون,"1,864","2,515",
1256,Taoudmout,Commune,تاردموت,"1,991","2,343",
1257,Teghalimet,Commune,تغاليمت,"6,913","7,549",
1258,Telagh,Commune,تلاغ,"20,880","24,594",
1259,Tenira,Commune,تنبرة,"9,413","10,049",
1260,Tessala,Commune,تسالة,"6,711","7,499",
1261,Tilmouni,Commune,تلمونى,"7,154","8,949",
1262,Zerouala,Commune,زروالة,"4,333","4,790",
1263,Skikda,Province,سكيكدة,"786,154","898,680",
1264,Aïn Bouziane,Commune,عين بوزيان,"8,381","9,591",
1265,Aïn Charchar,Commune,عين شرشار,"13,717","15,725",
1266,Aïn Kechra,Commune,عين قشرة,"21,968","24,572",
1267,Aïn Zouit,Commune,عين زويت,"2,230","1,977",
1268,Azzaba,Commune,عزابة,"48,992","56,922",
1269,Bekkouche Lakhdar,Commune,بكوش الاخضر,"14,092","15,176",
1270,Ben Azzouz,Commune,بن عزوز,"24,969","29,162",
1271,Beni Bechir,Commune,بنى بشير,"8,450","9,640",
1272,Beni Oulbane,Commune,بنى ولبان,"20,977","25,074",
1273,Beni Zid,Commune,بنى زيد,"17,379","20,697",
1274,Bin El Ouiden,Commune,بين الويدان,"17,587","21,629",
1275,Bouchtata,Commune,بوشطاطة,"9,126","9,219",
1276,Cheraia,Commune,الشرائع,"13,788","18,759",
1277,Collo,Commune,القل,"31,480","35,682",
1278,Djendel Saadi Mohamed,Commune,جندل سيدي محمد,"7,831","8,655",
1279,El Ghedir,Commune,الغدير,"6,145","6,458",
1280,El Hadaiek,Commune,الحدائق,"12,288","18,002",
1281,El Harrouch,Commune,الحروش,"41,650","48,994",
1282,El Marsa,Commune,المرسى,"5,899","5,995",
1283,Emdjez Edchich,Commune,مجاز الدشيش,"16,756","20,079",
1284,Es Sebt,Commune,السبت,"15,889","15,266",
1285,Filfila,Commune,فليفلة,"25,149","28,996",
1286,Hamadi Krouma,Commune,حمادى كرومة,"18,805","30,404",
1287,Kanoua,Commune,قنوع,"6,531","6,995",
1288,Kerkera,Commune,الكركرة,"24,501","27,177",
1289,Kheneg Mayoum,Commune,خنق مايوم,"4,382","4,587",
1290,Oued Zehour,Commune,وادى الزهور,"6,602","6,744",
1291,Ouldja Boulballout,Commune,الولجة بو البلوط,"4,045","4,488",
1292,Ouled Attia,Commune,أولاد عطية,"10,351","10,851",
1293,Ouled Hbaba,Commune,أولاد حبابة,"7,959","8,369",
1294,Oum Toub,Commune,أم الطوب,"31,051","34,458",
1295,Ramdane Djamel,Commune,رمضان جمال,"23,482","27,194",
1296,Salah Bouchaour,Commune,صالح بو الشعور,"25,933","29,764",
1297,Sidi Mezghiche,Commune,سيدي مزغيش,"21,071","25,593",
1298,Skikda,Province Capital,سكيكدة,"156,680","163,618",
1299,Tamalous,Commune,تمالوس,"39,346","51,262",
1300,Zerdaza,Commune,زردازس,"12,258","12,555",
1301,Zitouna,Commune,الزيتونة,"8,415","8,351",
1302,Souk Ahras,Province,سوق أهراس,"367,455","438,127",
1303,Aïn Soltane,Commune,عين السلطان,"3,266","3,091",
1304,Aïn Zana,Commune,عين الزانة,"7,512","7,499",
1305,Bir Bou Haouch,Commune,بئر بوحوش,"5,552","6,380",
1306,Dréa,Commune,الدريعة,"6,255","6,408",
1307,Hanancha,Commune,الحنانشة,"16,127","15,790",
1308,Heddada,Commune,الحدادة,"6,112","7,351",
1309,Khedara,Commune,لخضارة,"7,687","8,329",
1310,Khemissa,Commune,خميسة,"3,619","3,517",
1311,M'Daourouch,Commune,مداوروش,"24,919","41,343",
1312,Mechroha,Commune,المشروخة,"17,189","21,802",
1313,Merahna,Commune,المرهنة,"11,030","13,319",
1314,Oued Keberit,Commune,وادى الكبريت,"4,770","4,992",
1315,Ouillen,Commune,ويلان,"6,419","6,544",
1316,Ouled Driss,Commune,أولاد ادريس,"11,896","11,303",
1317,Ouled Moumen,Commune,أولاد مؤمن,"5,688","4,682",
1318,Oum El Adhaim,Commune,أم الغظائم,"7,696","8,539",
1319,Ragouba,Commune,الرقوبة,"5,055","5,160",
1320,Safel El Ouiden,Commune,سافل الويدان,"3,004","2,731",
1321,Sedrata,Commune,سدراتة,"47,297","53,218",
1322,Sidi Fredj,Commune,سيدي فرج,"7,949","7,497",
1323,Souk Ahras,Province Capital,سوق أهراس,"116,745","155,259",
1324,Taoura,Commune,تاورة,"17,337","18,933",
1325,Terraguelt,Commune,ترقالت,"4,621","4,376",
1326,Tiffech,Commune,تيفاش,"5,713","6,037",
1327,Zaarouria,Commune,الزعرورية,"10,665","11,234",
1328,Zouabi,Commune,الزوابى,"3,332","2,792",
1329,Tamanrasset,Province,تمنراست,"137,175","176,637",
1330,Abalessa,Commune,أباليسا,"6,484","9,163",
1331,Foggaret Ezzaouia,Commune,فقارت الزاوية,"4,763","6,649",
1332,Idles,Commune,أدلس,"3,791","4,945",
1333,In Amguel,Commune,ام أمقل,"3,030","4,208",
1334,In Ghar,Commune,ان غار,"8,059","11,225",
1335,In Guezzam,Commune,أن قزام,"4,938","7,045",
1336,In Salah,Commune,ان صالح,"28,022","32,518",
1337,Tamanrasset,Province Capital,تامنغست,"72,741","92,635",
1338,Tazrouk,Commune,تازروق,"3,033","4,091",
1339,Tinzaouten,Commune,تين زاوتين,"2,314","4,157",
1340,Tébessa,Province,تبسة,"549,066","648,703",
1341,Aïn Zerga,Commune,عين الزرقاء,"18,998","20,170",
1342,Bedjene,Commune,بجن,"3,685","4,505",
1343,Bekkaria,Commune,بكارية,"7,551","9,917",
1344,Bir Dheb,Commune,بئر الذهب,"7,023","7,181",
1345,Bir el-Ater,Commune,بئر العاتر,"59,264","77,727",
1346,Bir Mokkadem,Commune,بئر المقدم,"12,479","12,907",
1347,Boukhadra,Commune,بوخضرة,"9,963","10,701",
1348,Boulhaf Dir,Commune,بولحاف الدير,"4,200","4,741",
1349,Cheria,Commune,الشريعة,"64,638","75,344",
1350,El Aouinet,Commune,العوينات,"19,385","21,682",
1351,El Houidjbet,Commune,الحويجبات,"4,431","4,771",
1352,El Kouif,Commune,الكويف,"15,777","17,319",
1353,El Ma Labiodh,Commune,الماء الابيض,"9,917","11,397",
1354,El Meridj,Commune,المريج,"10,254","11,713",
1355,El Mezeraa,Commune,المزرعة,"5,145","4,251",
1356,El Ogla,Commune,العقلة,"16,108","17,797",
1357,Ferkane,Commune,فركان,"3,537","5,370",
1358,Guorriguer,Commune,قوريقر,"5,708","5,415",
1359,Hammamet,Commune,الحمامات,"15,879","20,148",
1360,Morsott,Commune,مرسط,"16,331","17,238",
1361,Negrine,Commune,نقرين,"5,891","9,445",
1362,Ogla Melha,Commune,العقلة المالحة,"6,504","5,899",
1363,Ouenza,Commune,الونزة,"45,881","52,737",
1364,Oum Ali,Commune,أم على,"2,985","3,744",
1365,Safsaf El Ouesra,Commune,صفصاف الوسرة,"5,531","6,074",
1366,Stah Guentis,Commune,سطح قنطيس,"2,914","3,689",
1367,Tébessa,Province Capital,تبسة,"161,440","196,537",
1368,Tlidjene,Commune,ثليجان,"7,649","10,286",
1369,Tiaret,Province,تيارت,"725,853","846,823",
